GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
Pine Creek,4.145637944,7928055,1.802E+13,7928055,357.9534789,357.9534789,POINT (-120.3609913237778 41.41927526869322),3,1,exact name match,BLM13-8066
,2.749123651,7928203,1.802E+13,7928203,571.336558,571.336558,POINT (-120.360476790248 41.41454186929234),4,0,"no name match, water name and or gnis name not provided",BLM13-8066
Pine Creek,9.669020595,15953536,1.018E+13,15953536,3159.79212,1.438441691,POINT (-108.8584590549966 42.44779591983305),1,1,exact name match,BLMMaster-10537
Dead Ox Creek,8.086268207,15953534,1.018E+13,15953534,3159.79212,1166.796078,POINT (-108.8455594085738 42.45226286798582),2,0.608695652,likely name match based on fuzzy match,BLMMaster-10537
Pine Creek,2.098885892,24439472,1.70401E+13,24439472,1789.358716,5.291666928,POINT (-111.4142153362662 43.49107422059811),1,1,exact name match,BLMMaster-10206
Pine Creek,0.133125952,24439470,1.70401E+13,24439470,367.318887,239.3642454,POINT (-111.4171896710415 43.49095133225058),2,1,exact name match,BLMMaster-10206
Snake River,0.378938002,24438674,1.70401E+13,24438674,367.318887,367.318887,POINT (-111.4187836700427 43.49126833228751),3,0.19047619,nan,BLMMaster-10206
Snake River,0.0835272,24438670,1.70401E+13,24438670,367.318887,367.4027707,POINT (-111.4187822502533 43.49130373317165),4,0.19047619,nan,BLMMaster-10206
Pine Creek,2.274487685,23141695,1.70402E+13,23141695,721.5206742,1.482883853,POINT (-111.5756120552907 44.16390344797981),1,1,exact name match,BLM13-4029
Dry Fork,9.167842617,23142173,1.70402E+13,23142173,721.5206742,504.3030191,POINT (-111.5722796697843 44.16007373175008),2,0.222222222,nan,BLM13-4029
,1.879984514,23142175,1.70402E+13,23142175,617.7311826,617.7311826,POINT (-111.5833350038454 44.16446459810837),3,0,"no name match, water name and or gnis name not provided",BLM13-4029
Pine Creek,0.79433708,23141693,1.70402E+13,23141693,721.5206742,721.5206742,POINT (-111.5769498037966 44.15751059771555),4,1,exact name match,BLM13-4029
Pine Creek,1.963153579,20594432,1.501E+13,20594432,726.1924505,21.23795239,POINT (-114.2755607206564 38.26632054078855),1,1,exact name match,BLM13-6040
,4.445107857,20594466,1.501E+13,20594466,870.0047286,504.5082943,POINT (-114.277674532838 38.26229200772762),2,0,"no name match, water name and or gnis name not provided",BLM13-6040
Camp Valley Creek,1.034015041,20594430,1.501E+13,20594430,726.1924505,516.653042,POINT (-114.2696606538615 38.26649453023582),3,0.592592593,nan,BLM13-6040
,5.400478758,20594406,1.501E+13,20594406,778.9627007,710.5104648,POINT (-114.2737431328086 38.27267427382416),4,0,"no name match, water name and or gnis name not provided",BLM13-6040
Pine Creek,1.33374368,23479807,1.70602E+13,23479807,3.266122422,1.904390479,POINT (-114.367021180183 44.12636815409572),1,1,exact name match,BLMMaster-10458
,2.509265077,23483839,1.70602E+13,23483839,3.266122422,3.059702637,POINT (-114.3670394833234 44.12633984130317),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10458
Pine Creek,1.279736836,23479809,1.70602E+13,23479809,3.266122422,3.266122422,POINT (-114.3670200001462 44.12634379887111),3,1,exact name match,BLMMaster-10458
,2.562597548,23483841,1.70602E+13,23483841,1261.340899,1097.048314,POINT (-114.3543625985634 44.13017413193559),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10458
Pine Creek,10.18267791,3253999,1.402E+13,3253999,2351.044681,25.1318758,POINT (-107.3453216366792 38.30722623883935),1,1,exact name match,BLMMaster-10498
East Fork Little Blue Creek,12.83798833,3253973,1.402E+13,3253973,913.7506654,709.7983711,POINT (-107.3517026680253 38.30353517105486),2,0.378378378,nan,BLMMaster-10498
Little Blue Creek,10.18739478,3253377,1.402E+13,3253377,2041.665326,1250.343885,POINT (-107.3594044768825 38.30825087415248),3,0.592592593,nan,BLMMaster-10498
Wall Creek,0.381088634,9987925,1.60402E+13,9987925,166.5022028,27.88551453,POINT (-119.7271725804312 41.30795479908765),1,0,nan,BLM13-8475
,0.179335709,9987923,1.60402E+13,9987923,98.08578692,98.41129144,POINT (-119.7263461786517 41.30770116215717),2,0,"no name match, water name and or gnis name not provided",BLM13-8475
,0.16880129,9987919,1.60402E+13,9987919,166.5022028,159.7853739,POINT (-119.7277677905877 41.30931346875833),3,0,"no name match, water name and or gnis name not provided",BLM13-8475
,0.119781049,9987915,1.60402E+13,9987915,166.5022028,166.5022028,POINT (-119.7278891251079 41.3093590687354),4,0,"no name match, water name and or gnis name not provided",BLM13-8475
Wall Creek,0.209061398,9987917,1.60402E+13,9987917,166.5022028,166.5022028,POINT (-119.7278891251079 41.3093590687354),5,0,nan,BLM13-8475
Pit River,0.830918786,7951804,1.802E+13,7951804,173.6359819,1.096495545,POINT (-121.2525486867095 40.96271265567855),1,1,exact name match,BLM13-8047
,3.558748176,7952704,1.802E+13,7952704,173.6359819,173.6359819,POINT (-121.2520273889909 40.96121720382068),2,0,"no name match, water name and or gnis name not provided",BLM13-8047
Pit River,5.06215249,7952702,1.802E+13,7952702,173.6359819,173.6359819,POINT (-121.2520273889909 40.96121720382068),3,1,exact name match,BLM13-8047
,0.460829566,7951794,1.802E+13,7951794,629.2244533,629.2244533,POINT (-121.2574785216303 40.96696487029631),4,0,"no name match, water name and or gnis name not provided",BLM13-8047
Pit River,0.924489692,7951796,1.802E+13,7951796,629.2244533,629.2244533,POINT (-121.2574785216303 40.96696487029631),5,1,exact name match,BLM13-8047
Pit River,0.585137718,7932863,1.802E+13,7932863,418.9261343,17.79487326,POINT (-121.152104562753 40.9988622675488),1,1,exact name match,BLM13-8059
Pit River,0.863022941,7926069,1.802E+13,7926069,808.8228265,123.998276,POINT (-121.1524523890776 40.99989846998347),2,1,exact name match,BLM13-8059
,2.216185217,7932873,1.802E+13,7932873,418.9261343,418.9261343,POINT (-121.1538159216619 40.99523060300995),3,0,"no name match, water name and or gnis name not provided",BLM13-8059
Pit River,1.327479001,7932869,1.802E+13,7932869,418.9261343,418.9261343,POINT (-121.1538159216619 40.99523060300995),4,1,exact name match,BLM13-8059
La Plata River,0.56785968,17001880,1.40801E+13,17001880,17.46735859,10.1537568,POINT (-108.216392365971 36.78201610799081),1,0.75862069,most likely name match based on fuzzy match,BLMMaster-22962
La Plata River,0.245490144,17001864,1.40801E+13,17001864,17.46735859,17.46735859,POINT (-108.216230209011 36.78207700927487),2,0.75862069,most likely name match based on fuzzy match,BLMMaster-22962
Connor Arroyo,0.210359283,17001866,1.40801E+13,17001866,17.46735859,17.46735859,POINT (-108.216230209011 36.78207700927487),3,0.142857143,nan,BLMMaster-22962
Connor Arroyo,0.048200524,17001856,1.40801E+13,17001856,213.2986068,213.2986068,POINT (-108.2154358090431 36.78383940993238),4,0.142857143,nan,BLMMaster-22962
La Plata River,0.285822676,17001854,1.40801E+13,17001854,213.2986068,213.2986068,POINT (-108.2154358090431 36.78383940993238),5,0.75862069,most likely name match based on fuzzy match,BLMMaster-22962
La Plata River,1.534015125,17001354,1.40801E+13,17001354,273.0895773,40.52507016,POINT (-108.185411508482 36.87806846267954),1,0.75862069,most likely name match based on fuzzy match,BLMMaster-11698
La Plata River,0.44092109,17001310,1.40801E+13,17001310,273.0895773,273.0895773,POINT (-108.1831602763623 36.88004607617215),2,0.75862069,most likely name match based on fuzzy match,BLMMaster-11698
,0.434716981,17001312,1.40801E+13,17001312,273.0895773,273.0895773,POINT (-108.1831602763623 36.88004607617215),3,0,"no name match, water name and or gnis name not provided",BLMMaster-11698
La Plata River,0.083081732,17001274,1.40801E+13,17001274,602.018339,602.018339,POINT (-108.1828492101838 36.88338660933847),4,0.75862069,most likely name match based on fuzzy match,BLMMaster-11698
La Plata River,2.90603512,17001592,1.40801E+13,17001592,526.7616099,27.09886674,POINT (-108.2192106187721 36.84765414516655),1,0.75862069,most likely name match based on fuzzy match,BLMMaster-15794
,1.649363011,17001544,1.40801E+13,17001544,878.7479581,471.3547402,POINT (-108.224220409921 36.84851547612359),2,0,"no name match, water name and or gnis name not provided",BLMMaster-15794
La Plata River,2.39505876,17001488,1.40801E+13,17001488,526.7616099,526.7616099,POINT (-108.2174770761974 36.8519756093449),3,0.75862069,most likely name match based on fuzzy match,BLMMaster-15794
Barker Arroyo,0.76530178,17001490,1.40801E+13,17001490,526.7616099,526.7616099,POINT (-108.2174770761974 36.8519756093449),4,0.357142857,nan,BLMMaster-15794
Plateau Creek,3.867393447,18384083,1.403E+13,18384083,1091.0957,12.91676199,POINT (-108.4675888645334 37.68290782793385),1,1,exact name match,BLMMaster-19314
Plateau Creek,1.357215714,18383957,1.403E+13,18383957,1091.0957,1052.226343,POINT (-108.4666488088159 37.69227620825686),2,1,exact name match,BLMMaster-19314
Summer Camp Creek,8.228507085,18384929,1.403E+13,18384929,1091.0957,1091.0957,POINT (-108.4676858093469 37.69264147505413),3,0.466666667,nan,BLMMaster-19314
,4.545790282,20314664,1.808E+13,20314664,1751.886554,8.650955674,POINT (-120.0385083172239 41.83043757587832),1,0,"no name match, water name and or gnis name not provided",BLM13-8313
,2.602924261,20314632,1.808E+13,20314632,743.191332,757.4189115,POINT (-120.0335023896158 41.83603140230277),2,0,"no name match, water name and or gnis name not provided",BLM13-8313
,1.320048854,20315364,1.808E+13,20315364,1283.307502,1184.226635,POINT (-120.0251441912666 41.8267038681488),3,0,"no name match, water name and or gnis name not provided",BLM13-8313
,1.793688823,20315356,1.808E+13,20315356,1283.307502,1283.307502,POINT (-120.0231511907397 41.82902200173078),4,0,"no name match, water name and or gnis name not provided",BLM13-8313
,0.670292897,20315362,1.808E+13,20315362,1283.307502,1283.307502,POINT (-120.0231511907397 41.82902200173078),5,0,"no name match, water name and or gnis name not provided",BLM13-8313
Pole Creek,1.372422101,23186329,1.70402E+13,23186329,596.4281075,43.2023421,POINT (-113.9479711876018 41.95968812346178),1,1,exact name match,UNEQUAL-181
Pole Creek,0.521176563,23186325,1.70402E+13,23186325,596.4281075,596.4281075,POINT (-113.9551930669223 41.95992686926444),2,1,exact name match,UNEQUAL-181
,2.92865213,23186345,1.70402E+13,23186345,596.4281075,634.8394563,POINT (-113.9537810670244 41.95635986791135),3,0,"no name match, water name and or gnis name not provided",UNEQUAL-181
Pole Creek,2.375404399,23186331,1.70402E+13,23186331,728.15824,728.15824,POINT (-113.9391098012066 41.95983486776032),4,1,exact name match,UNEQUAL-181
,7.543754281,23186243,1.70402E+13,23186243,728.15824,728.15824,POINT (-113.9391098012066 41.95983486776032),5,0,"no name match, water name and or gnis name not provided",UNEQUAL-181
Pole Creek,3.857740353,3253165,1.402E+13,3253165,1445.191063,5.362682794,POINT (-107.042514565155 38.43950689327134),1,1,exact name match,BLMMaster-12418
Willow Creek,2.435186434,3253167,1.402E+13,3253167,1445.191063,1171.745793,POINT (-107.0517788778213 38.43181207368324),2,0.636363636,likely name match based on fuzzy match,BLMMaster-12418
Willow Creek,2.991181438,3253145,1.402E+13,3253145,1445.191063,1445.191063,POINT (-107.0565666108737 38.44650507268631),3,0.636363636,likely name match based on fuzzy match,BLMMaster-12418
Sugar Creek,4.736523412,3253233,1.402E+13,3253233,1523.69396,1518.450258,POINT (-107.0480022773233 38.4265926741988),4,0.571428571,nan,BLMMaster-12418
Pole Creek,3.857740353,3253165,1.402E+13,3253165,641.2394311,21.61246278,POINT (-107.0285187971607 38.4298069847054),1,1,exact name match,BLMMaster-12162
Pole Creek,0.773487485,3253173,1.402E+13,3253173,641.2394311,641.2394311,POINT (-107.0219376776101 38.42732927395232),2,1,exact name match,BLMMaster-12162
,0.12408466,3253163,1.402E+13,3253163,641.2394311,641.2394311,POINT (-107.0219376776101 38.42732927395232),3,0,"no name match, water name and or gnis name not provided",BLMMaster-12162
Pole Creek,1.382203018,3253187,1.402E+13,3253187,2548.890815,1391.274113,POINT (-107.0137378766189 38.4250568737362),4,1,exact name match,BLMMaster-12162
Pole Creek,2.428669994,23186337,1.70402E+13,23186337,1038.598951,13.12670734,POINT (-113.9017713993761 41.95531824784312),1,1,exact name match,BLMMaster-15137
,2.601655338,23186235,1.70402E+13,23186235,1157.864523,733.369061,POINT (-113.9026043882312 41.96188363947758),2,0,"no name match, water name and or gnis name not provided",BLMMaster-15137
,2.733163763,23186347,1.70402E+13,23186347,1038.598951,1038.598951,POINT (-113.8960868002966 41.9471172007559),3,0,"no name match, water name and or gnis name not provided",BLMMaster-15137
Pole Creek,2.573546985,23186339,1.70402E+13,23186339,1038.598951,1038.598951,POINT (-113.8960868002966 41.9471172007559),4,1,exact name match,BLMMaster-15137
Pole Creek,5.158798688,23186315,1.70402E+13,23186315,1507.101986,33.68667818,POINT (-113.9720991048199 41.97162061753153),1,1,exact name match,BLMMaster-12065
,5.552688254,23186311,1.70402E+13,23186311,2564.397897,1233.399038,POINT (-113.9761155982317 41.96129290833693),2,0,"no name match, water name and or gnis name not provided",BLMMaster-12065
,2.92865213,23186345,1.70402E+13,23186345,993.1960139,11.65916339,POINT (-113.9532355962103 41.95118613144013),1,0,"no name match, water name and or gnis name not provided",UNEQUAL-157
,4.124359438,23186239,1.70402E+13,23186239,1493.239403,369.5210603,POINT (-113.9574890672329 41.95185500225797),2,0,"no name match, water name and or gnis name not provided",UNEQUAL-157
,5.552688254,23186311,1.70402E+13,23186311,1229.935715,896.4313212,POINT (-113.9639275298719 41.95199299878092),3,0,"no name match, water name and or gnis name not provided",UNEQUAL-157
Pole Creek,1.372422101,23186329,1.70402E+13,23186329,993.1960139,899.2737946,POINT (-113.9516070667855 41.95914786776738),4,0,"no name match, water name containing reference to tributary",UNEQUAL-157
Porcupine Creek,0.545449154,12801504,1.008E+13,12801504,243.3405002,2.943339487,POINT (-108.1151044813511 44.99927374051753),1,1,exact name match,BLM13-7003
,0.383143594,12803080,1.008E+13,12803080,243.3405002,73.56160446,POINT (-108.1151002536613 44.99996106051763),2,0,"no name match, water name and or gnis name not provided",BLM13-7003
,1.616331161,12800278,1.008E+13,12800278,1342.112394,168.1362098,POINT (-108.1131804755698 44.99996179717255),3,0,"no name match, water name and or gnis name not provided",BLM13-7003
Porcupine Creek,0.188499397,12800280,1.008E+13,12800280,243.3405002,243.3405002,POINT (-108.1180462099819 44.99995993009885),4,1,exact name match,BLM13-7003
Potts Creek,5.349948288,1253606,1.401E+13,1253606,3943.058837,23.34261099,POINT (-108.3193144043146 39.61854658355203),1,1,exact name match,BLM13-5141
Potts Creek,0.584778249,1253446,1.401E+13,1253446,1743.993867,1223.186302,POINT (-108.3086550755852 39.6258670051981),2,1,exact name match,BLM13-5141
Wiesse Creek,1.516836242,1253510,1.401E+13,1253510,1893.258963,1423.3462,POINT (-108.3061276759399 39.61106740500979),3,0.608695652,likely name match based on fuzzy match,BLM13-5141
Potts Creek,5.349948288,1253606,1.401E+13,1253606,3108.595031,22.97229574,POINT (-108.3246108570403 39.61225567524864),1,1,exact name match,BLMMaster-14541
Tom Creek,4.588278666,1253608,1.401E+13,1253608,1849.903988,1439.221901,POINT (-108.3396558762927 39.61854060466177),2,0.7,likely name match based on fuzzy match,BLMMaster-14541
Potts Creek,5.349948288,1253606,1.401E+13,1253606,5016.305017,34.75101433,POINT (-108.30971590839 39.62522831999529),1,1,exact name match,BLMMaster-10445
Potts Creek,0.584778249,1253446,1.401E+13,1253446,656.0525151,114.1585277,POINT (-108.3086550755852 39.6258670051981),2,1,exact name match,BLMMaster-10445
,2.961258747,3241143,1.405E+13,3241143,1063.219125,1063.219125,POINT (-108.3082018089625 39.63490080625343),3,0,"no name match, water name and or gnis name not provided",BLMMaster-10445
Wiesse Creek,1.516836242,1253510,1.401E+13,1253510,1195.721315,1127.733218,POINT (-108.2997904087857 39.6189994718825),4,0.608695652,likely name match based on fuzzy match,BLMMaster-10445
Powder River,1.202873653,9827652,1.00902E+13,9827652,235.5809703,36.18688632,POINT (-105.1812399321969 45.69475532019191),1,1,exact name match,BLM13-7092
Slaughter Creek,6.47983289,9827650,1.00902E+13,9827650,984.170556,186.5776449,POINT (-105.1825996521296 45.69650692338592),2,0.37037037,nan,BLM13-7092
Powder River,2.428869825,9828510,1.00902E+13,9828510,235.5809703,235.5809703,POINT (-105.1840934809765 45.69416439609798),3,1,exact name match,BLM13-7092
Rough Creek,4.791593212,9827682,1.00902E+13,9827682,235.5809703,235.5809703,POINT (-105.1840934809765 45.69416439609798),4,0.260869565,nan,BLM13-7092
Powder River,6.125342422,24208001,1.70502E+13,24208001,980.7870299,5.697234536,POINT (-117.7105937916756 44.95005597034706),1,1,exact name match,BLM13-1081
Big Creek,3.038421204,24207949,1.70502E+13,24207949,980.7870299,980.7870299,POINT (-117.7084147950151 44.94142579713471),2,0.19047619,nan,BLM13-1081
Powder River,1.973034962,24208639,1.70502E+13,24208639,980.7870299,980.7870299,POINT (-117.7084147950151 44.94142579713471),3,1,exact name match,BLM13-1081
Big Rattlesnake Creek,4.609433176,24209599,1.70502E+13,24209599,2056.296671,1430.765044,POINT (-117.6982063277105 44.95951859721552),4,0.121212121,nan,BLM13-1081
Powder River,1.230020491,24207833,1.70502E+13,24207833,462.8240297,19.96740195,POINT (-117.3464436802266 44.81097666241211),1,1,exact name match,BLM13-1084
Rich Creek,2.606130272,24210259,1.70502E+13,24210259,462.8240297,462.8240297,POINT (-117.3405691283982 44.81122212997408),2,0.272727273,nan,BLM13-1084
Powder River,0.738817836,24207831,1.70502E+13,24207831,462.8240297,462.8240297,POINT (-117.3405691283982 44.81122212997408),3,1,exact name match,BLM13-1084
,4.784211247,24210161,1.70502E+13,24210161,721.5656644,721.5656644,POINT (-117.3555095281711 44.81130993008318),4,0,"no name match, water name and or gnis name not provided",BLM13-1084
Powder River,1.951458559,24207835,1.70502E+13,24207835,721.5656644,721.5656644,POINT (-117.3555095281711 44.81130993008318),5,1,exact name match,BLM13-1084
,6.73065387,3176342,1.401E+13,3176342,1207.731514,24.64196978,POINT (-109.0214639584064 39.44534493610924),1,0,"no name match, water name and or gnis name not provided",BLM13-5130
,1.882475792,3176344,1.401E+13,3176344,1207.731514,1207.731514,POINT (-109.0303600738304 39.43705067194198),2,0,"no name match, water name and or gnis name not provided",BLM13-5130
,3.082348872,3176348,1.401E+13,3176348,1207.731514,1213.659433,POINT (-109.0298296080324 39.43668420584414),3,0,"no name match, water name and or gnis name not provided",BLM13-5130
,3.138358415,3176346,1.401E+13,3176346,1340.081675,1340.081675,POINT (-109.0129250743376 39.43557000576008),4,0,"no name match, water name and or gnis name not provided",BLM13-5130
Pratt Creek,0.234438898,23514682,1.70602E+13,23514682,nan,63.26855037,POINT (-113.6286076006957 45.12492419718226),1,1,exact name match,BLMMaster-10810
Pratt Creek,3.243088445,23513440,1.70602E+13,23513440,3094.531808,65.049478,POINT (-113.6288610875455 45.12481055462072),2,1,exact name match,BLMMaster-10810
Pratt Creek,4.296674129,23513428,1.70602E+13,23513428,3886.566419,257.3674621,POINT (-113.6258914675633 45.12579033021871),3,1,exact name match,BLMMaster-10810
Pratt Creek,3.243088445,23513440,1.70602E+13,23513440,1101.945876,7.837730308,POINT (-113.6429358686609 45.11033636451427),1,1,exact name match,BLMMaster-13626
Pratt Creek,5.588002596,23513444,1.70602E+13,23513444,1101.945876,1101.945876,POINT (-113.6503518673598 45.10194833015297),2,1,exact name match,BLMMaster-13626
Price River,4.441744505,3910469,1.406E+13,3910469,420.0754815,65.06492077,POINT (-110.3944103493181 39.29984269970757),1,1,exact name match,BLM14-9420
,0.567144701,3910471,1.406E+13,3910471,420.0754815,411.785769,POINT (-110.3958304660634 39.29686107583942),2,0,"no name match, water name and or gnis name not provided",BLM14-9420
Price River,2.800472999,3910967,1.406E+13,3910967,420.0754815,420.0754815,POINT (-110.3954202719191 39.29671627166045),3,1,exact name match,BLM14-9420
,5.045391922,3910501,1.406E+13,3910501,758.5519408,758.5519408,POINT (-110.4016352047845 39.29630320520055),4,0,"no name match, water name and or gnis name not provided",BLM14-9420
,5.852433967,3910517,1.406E+13,3910517,758.5519408,758.5519408,POINT (-110.4016352047845 39.29630320520055),5,0,"no name match, water name and or gnis name not provided",BLM14-9420
Price River,3.971421735,3910849,1.406E+13,3910849,406.0076521,12.69345073,POINT (-110.4947078885594 39.3491387404088),1,1,exact name match,BLMMaster-10940
,5.907075323,3910851,1.406E+13,3910851,406.0076521,372.0212028,POINT (-110.4909126721908 39.35088200527804),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10940
Price River,6.732270573,3910307,1.406E+13,3910307,406.0076521,406.0076521,POINT (-110.4914154716094 39.35186560573721),3,1,exact name match,BLMMaster-10940
,2.38017069,3910377,1.406E+13,3910377,1440.547147,1123.488453,POINT (-110.5073084063897 39.34636740604568),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10940
Price River,6.316227042,3910085,1.406E+13,3910085,138.9560444,27.37587891,POINT (-110.6257343126112 39.44880970750808),1,1,exact name match,UNEQUAL-057
,4.803137267,3910017,1.406E+13,3910017,138.9560444,138.9560444,POINT (-110.6266846061028 39.44951127169892),2,0,"no name match, water name and or gnis name not provided",UNEQUAL-057
Price River,3.335169517,3910015,1.406E+13,3910015,138.9560444,138.9560444,POINT (-110.6266846061028 39.44951127169892),3,1,exact name match,UNEQUAL-057
Price River,2.907130466,3911007,1.406E+13,3911007,329.0608011,14.37570164,POINT (-110.3795094968113 39.28729986921059),1,1,exact name match,BLMMaster-12988
,0.158702573,3910971,1.406E+13,3910971,329.0608011,261.3272969,POINT (-110.3810456717487 39.28946247274398),2,0,"no name match, water name and or gnis name not provided",BLMMaster-12988
,3.246661545,3910489,1.406E+13,3910489,2637.256734,261.3272969,POINT (-110.3810456717487 39.28946247274398),3,0,"no name match, water name and or gnis name not provided",BLMMaster-12988
Price River,2.800472999,3910967,1.406E+13,3910967,329.0608011,329.0608011,POINT (-110.3828128731933 39.28902740612487),4,1,exact name match,BLMMaster-12988
Price River,6.732270573,3910307,1.406E+13,3910307,856.4152455,23.88388252,POINT (-110.4837151894193 39.35699539902181),1,1,exact name match,BLMMaster-13756
Price River,3.971421735,3910849,1.406E+13,3910849,856.4152455,856.4152455,POINT (-110.4914154716094 39.35186560573721),2,1,exact name match,BLMMaster-13756
,5.907075323,3910851,1.406E+13,3910851,856.4152455,962.4330629,POINT (-110.487047472333 39.34857400571381),3,0,"no name match, water name and or gnis name not provided",BLMMaster-13756
Grassy Trail Creek,2.977011781,3910275,1.406E+13,3910275,1775.212842,1247.932764,POINT (-110.4738346063382 39.36497267185496),4,0.275862069,nan,BLMMaster-13756
Price River,5.315914962,3910869,1.406E+13,3910869,1278.235525,20.53877272,POINT (-110.2746060387895 39.25055109622657),1,1,exact name match,BLMMaster-10492
,6.289890416,3910717,1.406E+13,3910717,1278.235525,1260.126172,POINT (-110.2716114718913 39.23935760484208),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10492
Price River,3.06274839,3910907,1.406E+13,3910907,1278.235525,1278.235525,POINT (-110.2651922062748 39.24150260532715),3,1,exact name match,BLMMaster-10492
Price River,1.377824194,3908663,1.406E+13,3908663,21.92016351,14.77605943,POINT (-110.6814422792243 39.50649328793126),1,1,exact name match,BLMMaster-11132
Price River,2.077959237,3908643,1.406E+13,3908643,21.92016351,21.76327084,POINT (-110.6816401377812 39.50659853427903),2,1,exact name match,BLMMaster-11132
Miller Creek,0.669316051,3908645,1.406E+13,3908645,21.92016351,21.92016351,POINT (-110.6816388717084 39.50658200486636),3,0.260869565,nan,BLMMaster-11132
,0.595802704,3908657,1.406E+13,3908657,536.9959371,536.9959371,POINT (-110.6876062047246 39.50584660467832),4,0,"no name match, water name and or gnis name not provided",BLMMaster-11132
Miller Creek,3.167701098,3908701,1.406E+13,3908701,536.9959371,536.9959371,POINT (-110.6876062047246 39.50584660467832),5,0.260869565,nan,BLMMaster-11132
,13.38774382,1326113,1.401E+13,1326113,3890.506412,9.907384034,POINT (-107.15854611086 39.33851888303277),1,0,"no name match, water name and or gnis name not provided",BLM13-3125
Pruden Creek,9.263943493,5241976,1.019E+13,5241976,2355.051084,6.391526399,POINT (-105.5673204990559 38.8879983147631),1,1,exact name match,FR-TR-005
Union Creek,8.144688097,5241980,1.019E+13,5241980,5278.061307,598.559605,POINT (-105.5642056130845 38.88328560713305),2,0.695652174,likely name match based on fuzzy match,FR-TR-005
,5.683052446,5241970,1.019E+13,5241970,2616.508491,1675.899011,POINT (-105.5719230133532 38.90258467293769),3,0,"no name match, water name and or gnis name not provided",FR-TR-005
Quartz Creek,1.851382724,24233456,1.70701E+13,24233456,726.0890694,8.166764389,POINT (-120.5492618403256 45.88864042411541),1,1,exact name match,BLMMaster-23295
,3.701626651,24234616,1.70701E+13,24234616,726.0890694,661.8925088,POINT (-120.5564731901591 45.88550652888776),2,0,"no name match, water name and or gnis name not provided",BLMMaster-23295
Quartz Creek,0.110758757,24233454,1.70701E+13,24233454,726.0890694,726.0890694,POINT (-120.5565041903219 45.88452652790007),3,1,exact name match,BLMMaster-23295
Rock Creek,1.506064516,24233470,1.70701E+13,24233470,824.2700285,824.2700285,POINT (-120.5572291900862 45.88375252880017),4,0.636363636,likely name match based on fuzzy match,BLMMaster-23295
Rio Quemado,2.339980996,17866676,1.30201E+13,17866676,1928.147566,3.900753812,POINT (-105.912354157775 35.9981095403907),1,0.608695652,likely name match based on fuzzy match,BLMMaster-35810
Rio Quemado,0.093889605,17865402,1.30201E+13,17865402,nan,326.4342894,POINT (-105.909594013349 36.00003741114671),2,0.608695652,likely name match based on fuzzy match,BLMMaster-35810
Rio Quemado,0.973677734,17865082,1.30201E+13,17865082,nan,402.4133725,POINT (-105.9085430799223 36.00003720977532),3,0.608695652,likely name match based on fuzzy match,BLMMaster-35810
Rio Quemado,0.590658945,17865084,1.30201E+13,17865084,nan,1312.938519,POINT (-105.8980884799171 36.0009068770321),4,0.608695652,likely name match based on fuzzy match,BLMMaster-35810
Rio Quemado,0.797555114,17866664,1.30201E+13,17866664,nan,11.26457998,POINT (-105.8900857678776 35.99791818111159),1,0.608695652,likely name match based on fuzzy match,BLMMaster-23522
Rio Quemado,0.120089816,17865404,1.30201E+13,17865404,nan,231.3369841,POINT (-105.890375412836 36.00003141069261),2,0.608695652,likely name match based on fuzzy match,BLMMaster-23522
Rio Quemado,0.590658945,17865084,1.30201E+13,17865084,nan,275.921051,POINT (-105.8917196120014 36.00003201106777),3,0.608695652,likely name match based on fuzzy match,BLMMaster-23522
Rio Quemado,0.82219682,17865086,1.30201E+13,17865086,nan,484.4469995,POINT (-105.8852142126927 36.00002941109805),4,0.608695652,likely name match based on fuzzy match,BLMMaster-23522
Raft River,3.01516171,23176655,1.70402E+13,23176655,173.8064539,13.8883715,POINT (-113.6728056121002 41.95233801825296),1,1,exact name match,BLMMaster-22225
,1.9645057,23176689,1.70402E+13,23176689,173.8064539,125.49611,POINT (-113.6723878673901 41.95135580212968),2,0,"no name match, water name and or gnis name not provided",BLMMaster-22225
Raft River,1.517970236,23176641,1.70402E+13,23176641,173.8064539,173.8064539,POINT (-113.6715258666977 41.95117280104927),3,1,exact name match,BLMMaster-22225
,2.658651383,23176619,1.70402E+13,23176619,1301.819333,1248.322697,POINT (-113.6718619999744 41.96358960098316),4,0,"no name match, water name and or gnis name not provided",BLMMaster-22225
Raft River,3.01516171,23176655,1.70402E+13,23176655,828.6606573,16.16390122,POINT (-113.6814928288065 41.9518697150855),1,1,exact name match,BLMMaster-14033
,1.9645057,23176689,1.70402E+13,23176689,828.6606573,617.7718342,POINT (-113.6761568665853 41.94815480208313),2,0,"no name match, water name and or gnis name not provided",BLMMaster-14033
Raft River,1.517970236,23176641,1.70402E+13,23176641,828.6606573,828.6606573,POINT (-113.6715258666977 41.95117280104927),3,1,exact name match,BLMMaster-14033
