"","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","ADMIN_ST","PARENT_CD","ADMIN_UNIT_CD","STRTM","TRGTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN","PL_TL_FN6","BNK_CVR","BNK_CVR_STBLTY","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BNK_CVR_VEG","BNKFLL_HT","INCSN_HT","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","BVR_FLW_MD","BVR_SGN","WTR_WTHDRWL","DATECHNGE","CHNGRSN","GlobalID","coords.x1","coords.x2","optional"
"1073","KN-SS-10764",NA,"BLMMaster-10764","17DF68C6-EE06-4994-81FE-26849AC69ABF","2017/07/05 00:00:00",NA,"1",41.351612,-110.866185,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD09000","Kemmerer Field Office No-GRSG","Random","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.351155,-110.86663,41.352149,-110.865726,150,"Sampled - Full Reach",13.8,51.3,1.25,0,0.12,0.08,0,100,100,100,95,NA,NA,NA,NA,NA,NA,NA,NA,315.3,324.3,11.3,25.3,737,285.8,8.12,13.2,2.86,7.27,0.18,46.7,0,0,33.3,40.3,1,30,10,2,NA,NA,88,79,81,0,0,0,75,0.25,0.51,-0.44,0.18,NA,NA,NA,0.3,1.07,0.59,2.75,2.67,4.26,1.12,"NONE","RARE","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{B363ABF2-BB19-4557-B9C9-07D3D8DFC29D}",-110.866185,41.351612,TRUE
"1074","AR-SS-8010","CANYON CREEK","BLM13-8010","11776","2013/06/22 00:00:00",NA,"1",41.3127,-120.7271,"NorCal","WADEABLE","CA","CAN00000","CAN02000","Alturas","Random","2","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",41.3132,-120.7271,41.3123,-120.7276,150,"Sampled - Full Reach",48.8,60.5,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,52.27187642,"NV_MMI","Pass",300,235.1,142,36,38.7,126.4,134.5,8.31,13,NA,NA,NA,NA,18.667,12.798,12.8,NA,NA,NA,NA,NA,NA,NA,86,86,93,NA,NA,NA,NA,0.15,0.65,-0.22,0.27,NA,0.43,0.2,0,3.21,2.68,NA,NA,3.16,1.38,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{7C3171DE-903F-4C4D-AF82-E2A1C7FCC7D3}",-120.7271,41.3127000000001,TRUE
"1075","KN-SS-11169",NA,"BLMMaster-11169","F572ACF2-35D1-4E67-9CC6-956EEC996AE5","2017/09/27 00:00:00",NA,"1",42.340665,-110.980114,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD09000","Kemmerer Field Office No-GRSG","Random","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",42.340842,-110.97928,42.340173,-110.980689,150,"Sampled - Interrupted Flow",27.5,45.2,0.82,0,0.08,0.08,0,100,68,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,72.2,462.3,7.96,10.6,117,35.71,0.53,23.8,7.333,0.436,60,62.9,1,20,1,2,NA,NA,71,69,94,0,3,2,50,0.16,0.85,-0.1,0.31,NA,NA,NA,43.8,1.6,0.63,3.9,2.42,4.35,1.09,"MAJOR","COMMON","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{05AA8153-4637-46EE-9F08-F7FF01D31344}",-110.980114,42.3406650000001,TRUE
"1076","GJ-SS-12093","Unamed","BLMMaster-12093","F0853809-BF88-4D7B-ADA8-F17BAED91E7E","2016/07/12 00:00:00",NA,"1",39.293013,-107.910223,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON03000","GRAND JUNCTION FIELD OFFICE","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.292409,-107.910167,39.293794,-107.91012,150,"Sampled - Full Reach",85.4,96.8,1.83,0.2,0.44,0.61,0,100,32,95,5,"ABSENT",NA,NA,NA,66.1,"CO_EDAS-Biotype1",NA,280,NA,185.7,NA,14.5,143.6,396.5,8.17,15,NA,17.72,0.41,60,0,0,1.9,1.9,55,296,125,8,NA,NA,62,53,69,1,16,0,34,0.36,0.6,-0.47,1.35,NA,0.38,0.25,0,3.82,2.39,NA,NA,NA,NA,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{F277149F-05E1-498C-AF51-BF8B6D111856}",-107.910223,39.293013,TRUE
"1077","AF-SS2-9151",NA,"AK14-9151","6027724142","2014/08/07 00:00:00",NA,"1",63.68042,-143.036533,"AKEFO","WADEABLE","AK","AKF00000","AKF02000","Fortymile","Random","2",NA,"SmallWadeable",NA,"Interior Highlands",NA,63.68047,-143.035361,63.680512,-143.03753,150,"Sampled - Full Reach",38.8,77.8,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,7.39,14.2,2.87,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,100,100,100,NA,NA,NA,NA,0.3,0.64,-0.36,1.04,NA,0.32,0.41,0,4.05,2.67,NA,NA,0.34,1.4,"NONE","ABSENT",NA,"2018/03/29 00:00:00","stream size order categories for AK and the lower 48 are determined differently so this data was removed so it is not misleading","{777B5BC7-AD85-4022-9383-43F2CF8F331F}",-143.036533,63.6804200000001,TRUE
"1078","NPRA15-SS-9175",NA,"NPRA15-9175","1000254","2015/07/22 00:00:00",NA,"1",69.957,-154.0066,"NPRA15","WADEABLE","AK","AKF00000","AKF01000","NPRA East","Random","2",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,NA,NA,NA,NA,150,"Sampled - Full Reach",7.2,11.8,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,190.8,NA,7.55,14.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.22,-0.66,0.41,NA,0.23,0.68,0,9.57,5.45,NA,NA,1.15,NA,"NONE","ABSENT",NA,"2018/02/16 00:00:00","initial import into AquADat","{90C727DC-097D-4CAD-84AB-CD5AECFA5439}",-154.0066,69.9570000000001,TRUE
"1079","US-RV-10462","SNAKE RIVER",NA,"EC57202A-F8DB-4D2A-AF93-A036BCAC39EB","2017/08/09 00:00:00",NA,"1",43.761853,-111.912575,"ID_US_STANDARD_2017","BOATABLE","ID","IDI00000","IDI01000","Upper Snake Field Office","Random","6","RV","Boatable","NorthernRockiesSouthernRockiesNorthernXericBasin_Boatable","NorthernXericBasin","Xeric",43.760325,-111.928401,43.75489,-111.903852,2752,"Sampled - Full Reach",NA,31.6,1.19,0.2,0.24,0.33,32,95,77,95,0,"ABSENT",6,20.403547,0.294067,NA,"PIBO","Fail",300,183.5,117.6,24.1,22.5,301.7,245.9,8.04,14.4,NA,NA,NA,NA,0.099,0.009,8,NA,NA,NA,NA,NA,NA,NA,55,55,82,NA,NA,NA,NA,0.82,1.16,-0.35,0.52,NA,0.53,1.9,0,105.36,91.73,348,3,NA,1.33,"MINOR","COMMON","ABSENT","2018/11/12 00:00:00","2017 bug data added","{F76B8C1F-489E-4C24-A2FC-E538D79AC757}",-111.912575,43.761853,TRUE
"1080","PS-SS-11049","MEADOW CREEK","BLMMaster-11049","DA30964E-00FB-407B-AE31-8168475CFF7E","2017/09/18 00:00:00",NA,"1",42.859519,-109.709964,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD01000","Pinedale Field Office Yes-GRSG","Random","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.859125,-109.710373,42.859325,-109.709687,150,"Sampled - Partial Reach",27.4,40.2,1.65,0.06,0.32,0.49,0,100,58,100,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,158,78.9,7.69,4.6,2.75,0,NA,0,0,0,64.5,73.6,1,19,2,2,NA,NA,100,86,86,0,8,0,74,0.15,0.25,-0.68,0.57,NA,NA,NA,0,1.38,0.68,3.4,2.82,3.24,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{6A2217F6-EDCD-4EB8-93DD-7FEA73510154}",-109.709964,42.859519,TRUE
"1081","NW-SS-9267","North Fork Big Creek","BLM14-9267","3497844590","2014/06/26 00:00:00",NA,"1",41.683982,-118.641437,"NV","WADEABLE","NV","NVW00000","NVW01000","Winnemuccca District","Random","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.683612,-118.64083,41.684542,-118.641873,150,"Sampled - Full Reach",27.7,76.5,0.81,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,38.14070583,"NV_MMI","Pass",300,693,158.8,65,20.6,238.7,219.3,7.92,12.8,NA,NA,NA,NA,0,0,12.6,14.7,8,175,56,5,NA,NA,98,98,100,NA,NA,NA,NA,0.31,0.72,-0.3,0.37,94,NA,NA,0,1.33,0.82,NA,NA,0.69,1.11,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{72D50867-897B-4798-BD6E-CC2F61F757A4}",-118.641437,41.6839820000001,TRUE
"1082","KR-SS-10569","Tipperary Creek","BLMMaster-10569","3276692F-2BB5-4531-A787-96B8F423FCE6","2016/07/23 00:00:00",NA,"1",39.909233,-105.928827,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON02000","KREMMLING FIELD OFFICE","Random","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",39.909933,-105.928672,39.908665,-105.929787,150,"Sampled - Full Reach",86.4,92.5,1.51,0,0.16,0,0,100,0,100,0,"ABSENT",NA,NA,NA,66.5,"CO_EDAS-Biotype2",NA,292,NA,127.6,NA,21.1,89.8,172.6,6.76,7.6,NA,4.94,0.12,26.7,24.667,7.053,11,11,12,85,35,4,NA,NA,60,60,100,3,0,3,47,0.2,0.39,-0.52,0.62,NA,NA,NA,0,1.34,0.86,NA,NA,25.79,NA,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{8B599EA5-90A8-4965-AA0D-6F27FB6B43F9}",-105.928827,39.909233,TRUE
"1083","LS-RV-13001","LITTLE SNAKE RIVER","BLMMaster-13001","EF47D2F0-0A6C-4FF8-B1C6-3663B3741FC9","2017/08/30 00:00:00",NA,"1",40.94539,-108.059389,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON01000","LITTLE SNAKE FIELD OFFICE","Random","6","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",40.942371,-108.059993,40.948347,-108.059181,734.4,"Sampled - Full Reach",0,15.2,0.86,0,0.05,0.02,50,86,14,95,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,869,339.5,8.49,19.7,NA,0,NA,0,0.136,0.174,39.5,39.5,1,107,33,3,NA,NA,77,68,82,0,42,0,21,0.64,1.18,-0.2,0.06,163,0.6,0.49,0,36.15,20.74,70.2,1.95,0.16,1.1,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{6ABB095A-AFA6-41FC-8733-5B5E07F6B159}",-108.059389,40.94539,TRUE
"1084","RA-SS-13081",NA,"BLMMaster-13081","17149CE2-EC0F-46DF-BF52-690063221512","2017/06/22 00:00:00",NA,"1",42.180264,-106.850064,"WY_RA_STANDARD_2016","WADEABLE","WY","WYD00000","WYD03000","Rawlins Field Office","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.180866,-106.850068,42.180084,-106.851041,150,"Sampled - Full Reach",77.9,83.7,1.6,0.1,0.11,0.15,0,100,100,100,0,"ABSENT",NA,NA,NA,NA,NA,NA,NA,227.8,360.9,42,16.6,1301.1,490.1,7.72,12.7,NA,0,NA,0,14.667,2.704,82.4,82.9,2,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.3,-0.65,NA,NA,NA,NA,NA,1.35,0.66,2.6,2.38,6.48,1.27,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{2CA74913-E9DC-4A1D-8918-8D7B54C4DC47}",-106.850064,42.1802640000001,TRUE
"1085","PR-SS-11711","RUSH CREEK","BLMMaster-11711","DDC69F2B-FD4F-4D98-9766-27175883625F","2017/07/07 00:00:00",NA,"1",45.023824,-119.15334,"OR_PR_PERENNIAL_2016","WADEABLE","OR","ORV00000","ORV05000","PRINEVILLE DISTRICT OFFICE","Random","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",45.023983,-119.154051,45.024103,-119.152621,150,"Sampled - Interrupted Flow",94.1,99.7,2.07,0.11,0.36,0.47,0,100,0,100,5,NA,NA,NA,NA,NA,NA,NA,NA,215.9,120.6,25,24,40.3,104.6,7.7,14.3,NA,25.72,0.28,69,0.667,0.053,1.9,2.4,43,300,104,8,0,1,98,93,93,1,38,1,47,0.37,0.84,-0.24,NA,132,NA,0.14,12,4.84,1.82,6,1.27,9.66,1.33,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{DEBC6BAD-D1DF-427C-88EC-DEFE7450A5E2}",-119.15334,45.023824,TRUE
"1086","SU-LS-8340",NA,"BLM13-8340","11801","2013/07/20 00:00:00",NA,"1",41.9919,-119.9349,"NorCal","WADEABLE","CA","CAN00000","CAN07000","Surprise","Random","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.9924,-119.9345,41.9918,-119.9357,150,"Sampled - Full Reach",37.2,65.8,1.02,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,55.07944982,"NV_MMI","Pass",300,529,207.4,22,50.1,170.8,169.3,9.17,24,NA,NA,NA,NA,2,0.301,61.9,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,NA,0.14,0.23,-0.72,0.14,NA,0.72,0.49,0,3.8,2.57,NA,NA,0.43,1.25,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{4B447493-6490-4E49-8717-167DCAEF85A8}",-119.9349,41.9919,TRUE
"1087","KS-LS-11481","FONTENELLE CREEK","BLMMaster-11481","9E786CD4-1C15-46ED-8912-CABA499A48E8","2017/08/26 00:00:00",NA,"1",42.096061,-110.424003,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD09000","Kemmerer Field Office Yes-GRSG","Random","4","LS","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",42.096506,-110.423087,42.096663,-110.423885,192.4,"Sampled - Partial Reach",9.3,72.8,1.36,0.09,0.53,0.53,0,100,8,83,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,376.8,436.7,8.49,15.9,0.67,64.81,0.82,20.8,2.079,0.11,12.4,12.4,19,120,54,5,NA,NA,28,28,100,0,7,0,26,0.24,0.78,-0.19,0.41,NA,NA,NA,0,10.06,8.7,28.2,3,0.33,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{9A4C1BF0-C4AD-4499-8AE4-011D9CF70FE6}",-110.424003,42.0960610000001,TRUE
"1088","AR-SS-8022","JIM CREEK","BLM13-8022","11779","2013/06/12 00:00:00",NA,"1",41.3907,-120.3649,"NorCal","WADEABLE","CA","CAN00000","CAN02000","Alturas","Random","2","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",41.3909,-120.3658,41.3906,-120.3641,150,"Sampled - Full Reach",63.4,65.2,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,26.15544257,"NV_MMI","Pass",300,236.1,173.4,1,38.9,41.8,121.4,7.47,13.1,NA,NA,NA,NA,3.333,1.995,8.7,NA,NA,NA,NA,NA,NA,NA,89,89,100,NA,NA,NA,NA,0.15,0.41,-0.44,0.16,NA,0.57,0.09,0,2.97,1.95,NA,NA,5.96,1.03,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{A83755C7-B74D-482C-99DE-E198C530C937}",-120.3649,41.3907,TRUE
"1089","SL-SS-16353","SKULL VALLEY","BLMMaster-16353","1359D30F-5567-410F-85AE-1DA20FB58EA2","2017/05/30 00:00:00",NA,"1",40.564901,-112.740873,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW01000","SALT LAKE FIELD OFFICE","Random","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",40.565037,-112.741916,40.565269,-112.740221,150,"Sampled - Full Reach",0,12.6,0.63,0,0.2,0,0,86,0,100,5,"ABSENT",2,6.60571096,0.30276832,NA,"UT_DEQ_2015",NA,400,1435.3,230.6,33.5,17.7,6548,433.1,7.75,25.5,NA,0,NA,0,0,0,90.5,92.4,1,2,2,1,NA,NA,86,81,86,0,0,0,87,0.03,0.13,-0.7,0.25,NA,NA,NA,NA,4.81,4.69,7.37,1.56,0.01,1.03,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{DB68FE01-BA5E-4B75-BD8E-DFD8C8FB6253}",-112.740873,40.5649010000001,TRUE
"1090","GN-LS-12290","LAKE FORK","BLMMaster-12290","872A0799-E1B4-409C-AB2A-3D5FEB061AAC","2017/06/30 00:00:00",NA,"1",37.901236,-107.404758,"CO_SW_STANDARD_2016","WADEABLE","CO","COS00000","COS06000","GUNNISON FIELD OFFICE","Random","4","LS","LargeWadeable","SouthernRockies_LargeWadeable","SouthernRockies","Mountains",37.901797,-107.403442,37.900747,-107.405861,290.4,"Sampled - Full Reach",0,11.8,0.67,0,0.32,0.23,0,96,35,92,38,NA,NA,NA,NA,NA,NA,NA,NA,106.2,153.1,0,27.8,112.2,60.6,6.9,7.1,NA,19.52,0.96,6.9,5.635,0.791,5.9,5.9,38,120,75,6,NA,NA,63,59,96,0,33,0,18,0.24,0.49,-0.46,0.27,156,NA,NA,NA,16.72,13.37,42.3,3,0.9,1.2,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{39B6C075-36FD-45A2-ADAC-8E0BC84A5215}",-107.404758,37.901236,TRUE
"1091","CR-SS-12525","BEN GOOD CREEK","BLMMaster-12525","2D1258B9-D8D1-4AC9-904F-E058BC418D87","2017/07/11 00:00:00",NA,"1",39.592787,-108.027398,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON04000","COLORADO RIVER VALLEY FIELD OFFICE","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",NA,NA,NA,NA,150,"Sampled - Interrupted Flow",91.4,93,1.54,0.12,0.16,0.33,0,100,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,236.3,237.6,8.34,19.7,NA,0,NA,0,6,7.174,70,71,1,47,2,2,NA,NA,41,34,88,1,4,7,32,0.19,0.53,-0.36,0.32,122,NA,0.02,30,1.25,0.31,2.13,1.54,5.11,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{00215367-DFB0-4D98-81EA-D4997A23F36D}",-108.027398,39.592787,TRUE
"1092","GJ-LS-11853","BLUE CREEK","BLMMaster-11853","F8322748-8D55-4ACC-927F-E9640B348335","2017/07/14 00:00:00",NA,"1",38.584664,-108.778188,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON03000","GRAND JUNCTION FIELD OFFICE","Random","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.584425,-108.77875,38.585203,-108.778173,150,"Sampled - Full Reach",38.4,48.9,1.01,0.17,0.07,0.17,0,100,50,100,59,NA,NA,NA,NA,NA,NA,NA,NA,182.7,158.5,37.1,25,369.5,388.6,8.38,15.8,NA,30.07,0.18,86.7,8,0.446,42.9,47.6,1,146,12,3,NA,NA,40,38,86,0,18,0,23,0.46,0.5,-0.85,0.34,NA,0.45,0.17,0,3.27,1.54,5.82,1.84,4.51,1.5,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{ACD55C12-AC54-41E0-8A1E-763DA23E850B}",-108.778188,38.584664,TRUE
"1093","RA-SS-10777","Cherry Creek","BLMMaster-10777","C006E1CD-EC91-48B5-8145-717C458D5C0A","2016/06/09 00:00:00",NA,"1",42.330969,-107.302618,"WY_RA_STANDARD_2016","WADEABLE","WY","WYD00000","WYD03000","Rawlins Field Office","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.331358,-107.302449,42.330322,-107.302594,150,"Sampled - Full Reach",87.8,88.2,1.3,0.13,0.19,0.45,0,100,14,100,100,NA,NA,NA,NA,NA,"Westwide",NA,NA,109.6,135.3,5.7,14.3,183.8,355.5,8.3,7.8,NA,43.47,0.37,73.3,0,0,44.3,44.9,1,85,19,3,NA,NA,32,32,87,0,4,0,34,0.22,0.48,-0.45,1.3,NA,NA,NA,NA,4.8,3.83,19.12,3,2.83,1.3,"MINOR","RARE","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{F4EFE253-623C-4389-AE1A-4AAD8B1FCC8B}",-107.302618,42.330969,TRUE
"1094","CR-SS-12013","SECOND ANVIL CREEK","BLMMaster-12013","C32B9469-568F-4EB3-A103-9C626AD47B0C","2017/07/10 00:00:00",NA,"1",39.564135,-107.922001,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON04000","COLORADO RIVER VALLEY FIELD OFFICE","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.564372,-107.922699,39.563631,-107.921399,150,"Sampled - Interrupted Flow",44.5,62.3,1.22,0.02,0.39,0.21,0,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,532.2,7.85,20,NA,0,NA,0,0.667,0.053,65.7,77.1,1,10,2,2,NA,NA,57,57,90,9,0,4,43,0.18,0.46,-0.42,0.48,138,NA,NA,19.9,4.36,3.23,2.06,2.25,6.53,1.08,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{8D6061E0-F29A-450E-A3B0-FFB6F0169C77}",-107.922001,39.5641350000001,TRUE
"1095","RA-LS-16530","WAGONHOUND CREEK","BLMMaster-16530","BA1D0A58-224E-4386-8A4A-A3682247ABED","2017/07/12 00:00:00",NA,"1",41.68162,-106.316718,"WY_RA_STANDARD_2016","WADEABLE","WY","WYD00000","WYD03000","Rawlins Field Office","Random","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.682002,-106.31733,41.68099,-106.317045,150,"Sampled - Full Reach",49.6,71.3,1.03,0.14,0.11,0.18,0,100,96,100,96,"ABSENT",NA,NA,NA,NA,NA,NA,NA,164.8,168.8,1.8,20.5,340.6,333.5,8.34,18.6,NA,6.4,0.37,6.7,10.909,0.476,17.3,17.3,2,190,84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.42,-0.53,NA,NA,NA,NA,NA,6.48,5.46,15.1,2.73,2.45,1.3,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{DD99E5C3-4517-4962-96C6-ED530F4B0ED9}",-106.316718,41.6816200000001,TRUE
"1096","AF-LS3-9139",NA,"AK14-9139","7659666467","2014/08/06 00:00:00",NA,"1",63.975459,-142.899908,"AKEFO","WADEABLE","AK","AKF00000","AKF02000","Fortymile","Random","3",NA,"SmallWadeable",NA,"Interior Highlands",NA,63.975044,-142.898951,63.975781,-142.9009,150,"Sampled - Full Reach",52.8,80,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,NA,7.28,6.1,1.95,NA,NA,NA,1.333,0.221,0,1,26,125,70,6,NA,NA,98,98,100,NA,NA,NA,NA,0.21,0.72,-0.21,0.71,NA,0.28,0.33,0,1.8,1.69,NA,NA,2.05,1.19,"NONE","ABSENT",NA,"2018/03/29 00:00:00","stream size order categories for AK and the lower 48 are determined differently so this data was removed so it is not misleading","{9BCFC644-39F3-4429-A0F6-FB27EB01A5F7}",-142.899908,63.9754590000001,TRUE
"1097","FR-TR-1245","CONEJOS RIVER","FR-TR-1245","05038978-CDF4-4955-AF2A-7C509257D26B","2017/09/13 00:00:00",NA,"1",37.29742,-105.797834,"CO_FR_STANDARD_2016","WADEABLE","CO","COF00000","COF03000",NA,"Targeted","5","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",37.296655,-105.796108,37.297931,-105.799468,335.6,"Sampled - Full Reach",1.8,47.8,1.81,0,0.76,0.51,0,100,21,100,100,NA,NA,NA,NA,NA,NA,NA,NA,122.4,255.1,43.6,32.4,108.4,101.3,6.97,18.4,NA,30.88,1.04,8.9,2.709,2.184,30.6,30.6,2,51,24,3,NA,NA,29,26,65,0,0,0,39,0.38,0.82,-0.27,0.11,145,0.44,0.68,0,18.49,15.09,48.84,3,0.14,1.02,"NONE","RARE","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{C55925A3-A637-44D9-8BDE-526C909DAB79}",-105.797834,37.29742,TRUE
