,index,ReachID,SiteID,Year,Date,BRLat,BRLong,BFWidth,Grad,RchLen,BF_WDRatio,BF_Height,RPD ,PctPool,Sin ,PctDry,BankAngle,D50,PoolTailFines2,PctFines2,PctFines6,LWD_Freq,LWD_Vol,Program,nvcs_ecosystem,nvcs_group,nvcs_macrogroup,nvcs_division,nvcs_formation,nvcs_subclass,nvcs_class,nvcs_date_checked
6531,6531,11515,FW08MT029,2008.0,8-Jul-08,46.56603822,-107.96573479999999,19.81818182,0.211254529,554.4,25.83236641,0.329090909,28.16109334,0.0,1.546361813,,30.63636364,,,33.33333333,8.571428571,11.36363636,1.6666666669999999,EPA,Cultivated Cropland,Row & Close Grain Crop Cultural Formation,Herbaceous Agricultural Vegetation,Herbaceous Agricultural Vegetation,Row & Close Grain Crop Cultural Formation,Herbaceous Agricultural Vegetation,Agricultural & Developed Vegetation,2019-09-05T11:48:24.428560
6532,6532,11516,FW08MT030,2008.0,21-Jul-08,46.16676666,-110.5490957,15.27272727,0.43207858299999996,316.8,14.58287034,4.4590909089999995,18.59403359,0.0,1.308753082,,38.86363636,,,16.50485437,8.737864078,3.156565657,3.816603535,EPA,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Rocky Mountain Subalpine-Montane Aspen Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:25.272545
6533,6533,11523,FW08MT045,2008.0,10-Jul-08,47.015194799999996,-108.1650054,10.6,0.018263031000000002,316.8,9.943833809,0.539090909,56.04882342,65.0,2.193276139,,41.81818182,,,65.68627451,30.39215686,0.0,0.0,EPA,Northwestern Great Plains Riparian,Great Plains Cottonwood - Green Ash Floodplain Forest,Great Plains Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:26.250948
6534,6534,11526,FW08MT051,2008.0,26-Aug-08,45.53162435,-112.1075066,4.772727273,4.87742253,163.5,7.629234027000001,0.35,6.911214358,38.18181818,1.125416363,,55.0,,,2.857142857,0.9523809520000001,51.37614679,5.566972477,EPA,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:27.203580
6535,6535,11527,FW08MT054,2008.0,10-Sep-08,46.15890312,-112.90506859999999,7.2,1.281876504,150.0,13.58908242,0.295,9.407316672,35.64356436,1.1383144859999998,,28.86363636,,,60.95238095,14.28571429,202.0,11.716,EPA,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-05T11:48:27.960523
6536,6536,11528,FW08MT055,2008.0,14-Jul-08,46.585586799999994,-111.2657088,3.172727273,1.482813837,148.5,6.312600901000001,0.302727273,7.357903401000001,36.0,2.139253173,,66.09090909,,,26.66666667,14.28571429,134.6801347,7.811447811,EPA,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:28.848710
6537,6537,11529,FW08MT060,2008.0,30-Jul-08,45.03420574,-107.5853158,32.0,0.444291541,1188.0,37.26957369,0.209090909,16.33809716,3.03030303,1.233127157,,41.25,,,15.45454545,5.454545455,2.525252525,0.508417508,EPA,Western Great Plains Riparian Woodland and Shrubland,Great Plains Cottonwood - Green Ash Floodplain Forest,Great Plains Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:30.193735
6538,6538,11531,FW08MT071,2008.0,20-Aug-08,47.11536955,-111.3767773,4.627272727,0.820340996,163.5,7.974075059,0.345454545,13.38070929,40.90909091,1.208935604,,58.18181818,,,24.76190476,8.571428571,9.174311927,0.532110092,EPA,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-05T11:48:31.208512
6539,6539,11533,FW08MT013,2008.0,25-Sep-08,45.91293536,-108.4087977,2.322727273,0.12175385,238.4,4.5658707960000005,0.304545455,12.10254107,23.33333333,1.74704061,,66.45454545,,,90.47619048,90.47619048,1.2583892620000001,0.072986577,EPA,Inter-Mountain Basins Big Sagebrush Steppe,Intermountain Dry Tall Sagebrush Stepp & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-05T11:48:31.920519
6540,6540,11537,FW08MT035,2008.0,25-Aug-08,44.97626082,-112.99659129999999,5.154545455,0.256975622,163.5,8.819535407,0.363636364,18.56328337,47.27272727,1.4304872469999999,,46.81818182,,,45.71428571,38.095238099999996,0.611620795,0.035474006,EPA,Pasture/Hay,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Herbaceous Agricultural Vegetation,Agricultural & Developed Vegetation,2019-09-05T11:48:32.701437
6541,6541,11540,FW08MT038,2008.0,1-Oct-08,47.83706182,-114.73765060000001,2.236363636,3.16699404,223.5,10.35953746,0.1,1.515292969,50.0,1.087993402,,44.03846154,,,31.30434783,31.30434783,21.92393736,1.4501118569999998,EPA,Recently burned forest,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,2019-09-05T11:48:33.463540
6542,6542,11541,FW08MT039,2008.0,15-Jul-08,46.45774768,-110.37130810000001,17.18181818,0.339487,,17.08768885,0.449090909,37.43133251,29.0,2.103511,,50.72727273,,,24.76190476,10.47619048,,,EPA,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-05T11:48:34.414394
6543,6543,11544,FW08MT048,2008.0,7-Jul-08,46.11059188,-106.45039209999999,5.609090909,0.10991300000000001,,3.411051145,0.7,50.32299671,0.0,2.3324689999999997,,67.04545455,,,100.0,52.38095238,,,EPA,Northwestern Great Plains Riparian,Great Plains Cottonwood - Green Ash Floodplain Forest,Great Plains Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:35.333284
6544,6544,11563,FW08MT004,2008.0,17-Jul-08,47.49900796,-110.71642609999999,10.45454545,0.6804401659999999,360.0,10.24472202,3.8372727269999998,17.443340600000003,19.8019802,1.0258703059999998,,43.09090909,,,19.23076923,7.692307692000001,6.944444444,0.6319444439999999,EPA,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:36.062798
6545,6545,11564,FW08NJ002,2008.0,19-Jul-08,40.81493935,-75.04027188,4.609090909,1.954573,,9.676795807000001,0.281818182,5.432513786,20.0,2.0113209999999997,,42.72727273,,,57.14285714,22.85714286,,,EPA,Northeastern Interior Dry-Mesic Oak Forest,Northeastern Oak - Hickory Forest & Woodland,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:36.956232
6546,6546,11567,FW08NJ003,2008.0,16-Jul-08,41.04211949,-74.04730262,5.7,1.322019505,148.5,10.22563271,0.609090909,4.693293091,17.0,1.022527961,,31.0,,,2.857142857,0.0,0.673400673,0.039057239,EPA,"Developed, Low Intensity",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:37.832627
6547,6547,11573,FW08NJ015,2008.0,18-Jul-08,41.11045859,-74.84292471,5.954545455,0.203133072,198.0,11.05925159,0.19909090899999998,19.95754527,47.0,1.151779022,,29.54545455,,,49.52380952,26.66666667,7.070707071,0.687878788,EPA,North-Central Interior and Appalachian Rich Swamp,Silver Maple - Green Ash - Sycamore Floodplain Forest,Central Hardwoods Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:38.929694
6548,6548,11575,FW08NJ019,2008.0,25-Jul-08,41.09547258,-74.1483308,6.95,0.106236549,237.6,13.978886600000001,0.218181818,12.10672662,0.0,1.0102016059999999,,37.85714286,,,41.904761900000004,21.904761899999997,4.62962963,3.223484848,EPA,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:40.119344
6549,6549,11576,FW08NJ021,2008.0,27-Jul-08,40.62461827,-74.47443725,3.6909090910000004,0.274804323,149.0,8.925395406,0.336363636,17.33485853,17.77777778,1.116264723,,41.27272727,,,22.0,9.0,11.40939597,4.414765101,EPA,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:40.903862
6550,6550,11577,FW08NJ002,2008.0,11-Oct-08,40.81493935,-75.04027188,4.145454545,0.45706584899999997,148.5,8.156097867,0.30909090899999997,9.803658641,10.0,1.254031837,,27.36363636,,,65.71428571,15.23809524,5.387205387000001,1.086195286,EPA,Northeastern Interior Dry-Mesic Oak Forest,Northeastern Oak - Hickory Forest & Woodland,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:36.956232
6551,6551,11718,FW08MA001,2008.0,11-Jul-08,42.09049853,-71.29759953,3.33,0.652003432,154.5,8.113791195,2.599444444,7.172947014,15.06849315,1.357011935,,58.77777778,,,21.17647059,1.176470588,13.59223301,0.948867314,EPA,"Developed, Medium Intensity",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:41.668601
6552,6552,11719,FW08MA001,2008.0,16-Oct-08,42.09049853,-71.29759953,3.7319999999999998,0.658141664,142.4,10.22388029,0.168888889,11.29670945,6.756756757000001,1.291274906,,28.88888889,,,30.0,0.0,21.06741573,1.676264045,EPA,"Developed, Medium Intensity",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:41.668601
6553,6553,11740,FW08NY002,2008.0,3-Sep-08,44.58850577,-74.80835367,3.4909090910000002,1.045462671,158.4,8.15470072,0.318181818,8.383623597,42.0,2.455789076,,37.36363636,,,25.71428571,16.19047619,45.45454545,31.26325758,EPA,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:42.526366
6554,6554,11741,FW08NY002,2008.0,8-Oct-08,44.58850577,-74.80835367,3.9909090910000002,0.776732745,223.5,9.225344602,0.354545455,8.091360241,27.33333333,2.350746065,,26.54545455,,,20.95238095,5.714285714,12.52796421,1.5856823269999998,EPA,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:42.526366
6555,6555,11742,FW08NY003,2008.0,7-Aug-08,42.96006993,-75.78860842,3.981818182,1.29719616,149.0,15.05297571,0.181818182,3.2826413860000003,0.0,1.112270824,,20.0,,,22.85714286,21.904761899999997,0.0,0.0,EPA,Pasture/Hay,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Herbaceous Agricultural Vegetation,Agricultural & Developed Vegetation,2019-09-05T11:48:43.383358
6556,6556,11743,FW08NY004,2008.0,30-Aug-08,44.73815363,-73.47659672,5.881818182000001,2.456756619,158.4,9.54269251,0.454545455,8.485509876,28.0,1.288226074,,29.45454545,,,3.80952381,0.0,10.1010101,2.7885101010000004,EPA,Laurentian-Acadian Northern Pine-(Oak) Forest,Laurentian Acadian Pine - Oak Forest & Woodland,Laurentian & Acadian Pine - Hardwood Forest & Woodland,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:44.507351
6557,6557,11747,FW08NY008,2008.0,1-Aug-08,42.60527812,-73.47988246,9.536363636,0.481914622,280.0,15.58013055,0.327272727,9.360694989,0.0,1.037254464,,52.72727273,,,10.0,0.9090909090000001,4.6428571430000005,0.851785714,EPA,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:45.414841
6558,6558,11750,FW08NY014,2008.0,31-Aug-08,44.31879193,-74.52344171,10.45454545,0.010026762,198.0,9.313029396000001,0.37272727299999997,58.548431799999996,26.0,1.44021393,,39.31818182,,,95.23809524,57.14285714,9.090909091,0.666161616,EPA,Laurentian-Acadian Floodplain Systems,Silver Maple - Green Ash - Black Ash Floodplain Forest,Laurentian-Acadian-Northeast Flooded & Swamp Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:46.192325
6559,6559,11751,FW08NY015,2008.0,3-Aug-08,42.50112044,-74.43890932,9.154545455,11.22413108,237.6,15.73496795,0.336363636,4.567171865,3.0,1.166455403,,33.59090909,,,0.0,0.0,18.51851852,6.687710438,EPA,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Laurentian-Acadian Hemlock - White Pine - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:47.149728
6560,6560,11764,FW08NY016,2008.0,29-Jul-08,41.56286652,-73.84559791,12.05454545,0.050929672,356.4,9.786462383,0.690909091,47.73451712,7.0,1.384560777,,46.09090909,,,44.76190476,17.14285714,20.2020202,5.405723906,EPA,North-Central Interior and Appalachian Rich Swamp,Silver Maple - Green Ash - Sycamore Floodplain Forest,Central Hardwoods Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:48.137905
6561,6561,11769,FW08NY018,2008.0,6-Aug-08,42.93689353,-76.61918112,2.645454545,0.422102563,149.0,8.668174126,0.281818182,5.424761144,97.33333333,1.132372415,,19.54545455,,,73.33333333,73.33333333,17.44966443,2.85033557,EPA,Appalachian Hemlock-Hardwood Forest,Appalachian-Allegheny Northern Hardwood - Conifer Forest,Appalachian-Central Interior-Northeastern Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:49.198266
6562,6562,11773,FW08NY022,2008.0,5-Aug-08,43.00710742,-76.68105171,6.745454545,0.302257287,198.0,14.00085872,0.23636363600000002,25.44128885,80.0,1.239166362,,35.45454545,,,50.47619048,48.57142857,8.080808081,2.594444444,EPA,Pasture/Hay,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Pasture & Hay Field Crop,Herbaceous Agricultural Vegetation,Agricultural & Developed Vegetation,2019-09-05T11:48:50.102841
6563,6563,11776,FW08NY024,2008.0,2-Sep-08,44.86450288,-74.12799793,12.6,0.707038547,277.2,15.54442729,0.518181818,10.11078584,1.0,1.085370682,,44.08333333,,,13.63636364,0.0,10.46176046,2.378066378,EPA,Central Interior and Appalachian Riparian Systems,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,Central Hardwoods Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:50.911449
6564,6564,11787,FW08NY041,2008.0,28-Aug-08,43.53157897,-74.55172988,10.48181818,2.335,237.6,19.25358651,0.327272727,6.675888888999999,9.0,1.06614251,,88.0,,,0.0,0.0,12.20538721,0.916666667,EPA,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:51.728477
6565,6565,11791,FW08NY065,2008.0,8-Sep-08,42.90824199,-75.47830277,3.1818181819999998,0.406816978,148.5,8.036978722,0.3,5.508477104,42.0,1.726074568,,31.13636364,,,40.95238095,40.95238095,35.01683502,14.103030300000002,EPA,Central Interior and Appalachian Floodplain Systems,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,Central Hardwoods Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:52.573180
6566,6566,11792,FW08NY066,2008.0,9-Sep-08,43.01566804,-76.85463864,3.4,0.512419,148.5,13.1187676,0.18,3.67019097,97.77777778,1.9964669999999998,,21.1,,,83.15789474,83.15789474,33.67003367,5.080808081,EPA,Cultivated Cropland,Row & Close Grain Crop Cultural Formation,Herbaceous Agricultural Vegetation,Herbaceous Agricultural Vegetation,Row & Close Grain Crop Cultural Formation,Herbaceous Agricultural Vegetation,Agricultural & Developed Vegetation,2019-09-05T11:48:53.287976
6567,6567,11794,FW08NY077,2008.0,4-Oct-08,42.74126609,-76.47440336,4.063636364,2.072721908,223.5,12.11841483,0.336363636,1.231516246,18.12080537,1.084764241,,33.36363636,,,4.7619047619999995,0.9523809520000001,43.84787472,28.51812081,EPA,Central Appalachian Oak and Pine Forest,Appalachian Oak / Chestnut Forest,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:54.106182
6568,6568,11798,FW08CT009,2008.0,13-Aug-08,41.63414725,-72.74883502,11.78181818,0.057295998,277.2,11.83711896,0.308181818,31.48703828,4.081632653,1.723945896,,30.08333333,,,76.36363636,69.09090909,27.05627706,7.165223665,EPA,North-Central Interior and Appalachian Rich Swamp,Silver Maple - Green Ash - Sycamore Floodplain Forest,Central Hardwoods Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:54.939436
6569,6569,11806,FW08ME001,2008.0,19-Aug-08,45.94507318,-69.84798955,6.130909091,0.9147855309999999,277.2,13.90340141,0.225454545,7.986559692,13.26530612,1.348443695,,27.13636364,,,11.42857143,0.0,11.9047619,4.412698413,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:56.005180
6570,6570,11807,FW08ME001,2008.0,9-Sep-08,45.94507318,-69.84798955,8.186363636,1.051533977,198.0,13.85051013,0.344545455,6.652548294,1.0,1.709701216,,24.09090909,,,0.9523809520000001,0.0,24.24242424,29.57121212,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:56.005180
6571,6571,11808,FW08ME002,2008.0,27-Aug-08,47.16990604,-68.90735581,7.336363636000001,0.50136952,158.4,7.578660117999999,0.777272727,7.600156155,2.0,1.089702463,,36.40909091,,,27.61904762,0.0,45.45454545,17.49936869,EPA,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:57.120775
6572,6572,11813,FW08ME002,2008.0,10-Sep-08,47.16990604,-68.90735581,7.127272727,0.490620004,237.6,7.867897311,0.679090909,7.58457024,0.0,1.85408726,,36.81818182,,,21.904761899999997,0.0,21.88552189,7.968855219,EPA,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:48:57.120775
6573,6573,11814,FW08ME003,2008.0,20-Sep-08,43.43990417,-70.55629768,9.945454545,0.09208292800000001,277.2,4.612106783,1.302727273,35.11193077,0.0,1.3137250520000001,,32.54545455,,,89.42307692,9.615384615,23.44877345,14.89357864,EPA,Northern Atlantic Coastal Plain Dry Hardwood Forest,Piedmont-Central Atlantic Coastal Plain Oak Forest,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:58.175873
6574,6574,11815,FW08ME004,2008.0,16-Sep-08,44.89177673,-70.38442132,23.13636364,0.901253766,910.8,26.29118308,0.401818182,13.76292712,2.0,1.160914961,,18.72727273,,,6.666666667,0.0,1.646903821,0.581247255,EPA,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:48:59.100627
6575,6575,11819,FW08ME006,2008.0,28-Aug-08,45.88455729,-67.86175972,7.227272727000001,0.321404659,316.8,13.5341834,0.237272727,14.49027663,0.0,1.820136896,,9.15,,,37.0,30.0,53.3459596,18.69412879,EPA,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-05T11:49:00.045952
6576,6576,11820,FW08ME007,2008.0,3-Sep-08,45.69043623,-70.0993017,11.29545455,0.583399049,435.6,15.32472693,0.414545455,11.22211706,3.0,1.211755504,,38.90909091,,,0.0,0.0,10.33057851,4.634527089,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:00.949990
6577,6577,11821,FW08ME008,2008.0,20-Aug-08,46.43544151,-69.43808234,9.240909091,0.581041323,316.8,14.34967623,0.291818182,8.16339756,3.0,1.2546958959999999,,21.5,,,11.42857143,0.0,11.0479798,6.974431817999999,EPA,Laurentian-Acadian Swamp Systems,Laurentian-Acadian-Appalachian Alkaline Swamp,Laurentian-Acadian-Northeast Flooded & Swamp Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:01.957112
6578,6578,11823,FW08ME009,2008.0,29-Aug-08,46.63770296,-67.79620541,12.82727273,0.26500472199999997,237.6,16.57991925,0.33,21.61716098,1.0,1.08325537,,20.95238095,,,40.95238095,26.66666667,88.80471379999999,37.82112795,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:02.941144
6579,6579,11824,FW08ME010,2008.0,25-Aug-08,47.11115563,-69.01443914,9.068181818,1.995437977,198.0,18.56593253,0.258181818,6.497236207,2.0,1.053348676,,21.59090909,,,8.571428571,2.857142857,53.03030303,20.99848485,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:04.010789
6580,6580,11825,FW08ME011,2008.0,2-Sep-08,44.9834071,-69.55645391,22.84545455,0.213560253,435.6,22.88528026,0.7709090909999999,21.19125742,0.0,1.144830448,,26.59090909,,,8.571428571,3.80952381,5.280073462,0.686868687,EPA,Laurentian-Acadian Floodplain Systems,Silver Maple - Green Ash - Black Ash Floodplain Forest,Laurentian-Acadian-Northeast Flooded & Swamp Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:04.878439
6581,6581,11835,FW08ME020,2008.0,24-Aug-08,46.97555966,-69.37837946,5.809090909,2.860564552,148.5,12.25595099,0.258181818,4.664655497,0.0,1.174444551,,27.4,,,4.7619047619999995,0.9523809520000001,36.36363636,16.72121212,EPA,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,Laurentian-Acadian Hardwood - Conifer Mesic Forest,Eastern North American Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-05T11:49:05.945313
