SiteID,RchID,Stream,Yr,Project,Type,PanelYr,HUC6,SiteName,Group,Order,Region,Forest,District,State,Lat,Long,FedPct,Mgmt,StrmFlow,Area,Elev,AvgPrecip,TotalIndex,Cond,Bf,RchLen,Grad,Sin,PoolDp,PoolFrq,PoolPct,WDTrans,WDWetTrans,D50,PTFines2,PTFines6,Stab,VegStab,BankAngle,UnCutPct,LWFrq,LWVol
2153,6746,McCoy,2012,CRB,I,2,1.71E+11,142-15-I,142,15,R6,Wallowa-Whitman,La Grande,OR,45.322841,-118.502564,55.49,Managed,Flow (whole reach),62.88,1146.4,0.722,30.1717339,40,4.69,158.9,1.126,1,0.19,50.35,22.47,22.02,27.7,0.065,1.9,10.38,100,94.74,157,5.41,220.26,162.364
2160,6752,E.F. American,2012,CRB,I,2,1.71E+11,083-14-I,83,14,ID BLM,Coeur dAlene,Cottonwood,ID,45.86715,-115.423866,97.75,Managed,Flow (whole reach),46.12,1267.2,1.156,47.80544505,10,6.96,160.5,0.835,1,0.34,49.84,65.48,14.79,27.14,0.039,22.35,27.93,100,97.5,110,37.5,255.45,128.272
2164,6754,American,2012,CRB,K,2,1.71E+11,083-10-K,83,10,ID BLM,Coeur dAlene,Cottonwood,ID,45.838535,-115.41266,95.88,Managed,Flow (whole reach),124.26,1251.6,1.153,54.20646168,20,8,107.2,0.271,1,0.59,46.64,83.86,9.5,11.61,0.068,8.68,14.85,100,91.18,91,47.06,149.25,19.288
2185,5707,S.F. Judith,2010,MRB,I,5,1.00E+11,230-19-I,230,19,R1,Lewis & Clark,Judith,MT,46.742436,-110.342361,99.35,Managed,Flow (whole reach),103.03,1696.5,0.685,32.23429601,100,7.32,155.5,2.347,1,0.29,32.15,41.8,16.76,27.04,0.0615,13.73,15.47,100,82.5,127,20,115.76,40.073
2190,6776,American,2012,CRB,K,2,1.71E+11,083-20-K,83,20,ID BLM,Coeur dAlene,Cottonwood,ID,45.881536,-115.444375,98.87,Managed,Flow (whole reach),58.61,1276.6,1.216,,20,7.02,106.2,,1,0.29,65.91,45.67,14.54,34.56,0.05,3.05,8.33,100,100,118,26.47,94.16,20.184
2199,5126,E.F. Steamboat,2009,CRB,I,2,1.70E+11,022-20-I,22,20,R1,Panhandle,Coeur dAlene River,ID,47.717426,-116.199938,100,Managed,Flow (whole reach),28.41,780.8,1.223,50.57306665,30,6.98,187.5,2.016,1,0.32,16,7.41,16.5,32.7,0.079,0,3.11,91.67,60.42,107,29.17,117.33,83.759
2207,6789,Graham,2012,CRB,I,2,1.70E+11,022-19-I,22,19,R1,Panhandle,Coeur dAlene River,ID,47.633478,-116.092583,99.94,Reference,Flow (whole reach),16.62,763.8,1.171,57.36304706,10,8.02,178.1,2.892,1,0.32,39.3,19.2,17.8,23.8,0.058,2.52,5.33,97.73,75,111,29.55,331.27,102.107
2248,6820,Ranch,2012,CRB,I,2,1.70E+11,055-19-I,55,19,R1,Lolo,Missoula,MT,46.57212,-113.654756,99.43,Managed,Flow (whole reach),88.49,1249.9,0.828,,10,6.55,135.7,2.122,1,0,0,0,10.61,17.19,0.081,,,100,90.62,96,40.62,7.37,0.329
2251,6823,Tyler,2012,CRB,I,2,1.70E+11,055-12-I,55,12,R1,Lolo,Missoula,MT,46.6571,-113.480694,99.94,Managed,Flow (whole reach),16.2,1471.6,0.724,47.85317199,120,2.97,168.6,2.023,1,0.22,88.97,41.99,8.95,17.66,0.031,13.13,22.47,100,95.24,95,48.78,296.56,202.843
2265,6836,Jerry,2012,MRB,I,2,1.00E+11,225-04-I,225,4,R1,Beaverhead-Deerlodge,Wise River,MT,45.831021,-112.87747,99.2,Managed,Flow (whole reach),89.96,1819,0.739,37.29113054,120,7.1,164.4,2.001,1,0.25,24.33,22.69,16.48,26.04,0.097,0.5,2.33,100,87.5,129,12.5,145.99,16.999
2279,6848,Welcome,2012,CRB,I,2,1.70E+11,055-13-I,55,13,R1,Lolo,Missoula,MT,46.561361,-113.702142,99.98,Reference,Flow (whole reach),49.92,1218.5,0.806,,40,7.32,172.3,4.324,1,0,0,0,11.13,18.34,0.075,,,100,90.48,122,16.67,243.76,76.605
2298,6863,Youngs,2012,CRB,I,2,1.70E+11,045-04-I,45,4,R1,Flathead,Spotted Bear,MT,47.315015,-113.292542,99.85,Reference,Flow (whole reach),70.24,1615,1.292,50.61161266,90,11.42,330.7,0.98,1,0.47,21.17,38.28,16.54,37.39,0.1015,3.71,14.29,100,93.48,100,39.13,417.3,106.991
2527,6883,Tenderfoot,2012,MRB,I,2,1.00E+11,232-02-I,232,2,R1,Lewis & Clark,White Sulphur Springs ,MT,46.948732,-111.013719,99.09,Managed,Flow (whole reach),105.83,1636.9,0.738,44.30001745,110,8.08,221.3,1.948,1,0.32,49.71,52.6,18.42,27.27,0.138,0.07,0.47,100,72.73,137,15.91,45.19,5.847
2589,7585,N.F. Iron,2013,CRB,K,3,1.71E+11,097-20-K,97,20,R4,Salmon-Challis,Salmon-Cobalt,ID,44.945327,-114.122226,98.48,Managed,Flow (whole reach),37.48,1838,0.697,54.85366407,50,4.81,130.5,2.705,1,0.39,30.65,15.33,11.95,18.3,0.045,0.2,3.81,100,95.24,111,26.83,183.91,18.728
2694,7640,Big Timber,2013,CRB,K,3,1.71E+11,091-14-K,91,14,ID BLM,Idaho Falls,Salmon,ID,44.663035,-113.37563,92.14,Managed,Flow (whole reach),201.42,1854,0.592,31.11282318,70,6.43,106.6,0.779,1,0.25,46.9,29.27,14.7,42.43,0.0415,12.28,16.2,100,58.82,108,35.29,206.38,10.926
2695,7641,Spring,2013,MRB,I,3,1.00E+11,229-09-I,229,9,R1,Lewis & Clark,Musselshell,MT,46.556586,-110.454189,90.5,Managed,Flow (whole reach),126.06,1545,0.581,28.15657567,280,7.15,157.6,0.692,1,0.41,38.07,64.02,18.61,32.37,0.033,7.44,13.56,100,84.21,126,21.05,31.73,13.462
2731,5124,Skookum,2009,CNTRCT,I,,1.70E+11,521-08-I,521,8,R1,Panhandle,Coeur dAlene River,ID,47.735813,-116.469312,100,Managed,Flow (whole reach),16.33,839,1.467,46.80700267,10,7.92,209.6,2.457,1,0.29,19.08,10.45,17.49,27.58,0.065,0.5,7.83,95.24,40.48,104,31.58,248.09,164.887
2734,5127,Elk,2009,MRB,I,4,1.00E+11,298-07-I,298,7,R1,Beaverhead-Deerlodge,Madison,MT,44.791678,-111.638125,100,Managed,Flow (whole reach),101.64,1975,0.9,26.15878302,140,7.42,174,2.017,1,0.36,22.99,25.11,11.04,13.63,0.122,1,5,97.73,75,137,9.09,0,0
2852,5242,Yellow Dog,2009,CNTRCT,I,,1.70E+11,521-04-I,521,4,R1,Panhandle,Coeur dAlene River,ID,47.774094,-116.050994,100,Managed,Flow (whole reach),20.08,798,1.244,47.78178683,10,6.79,169.4,3.27,1,0.3,100.35,65.58,15.36,24.88,0.048,0.8,9.67,92.86,28.57,140,9.52,171.19,104.518
2931,5706,Hay Lower,2010,CRB,W,5,1.71E+11,168-12-W,168,12,OR-WA BLM,Prineville,Central Oregon ,OR,45.428763,-120.319568,7.55,Managed,Flow (whole reach),208.78,288,0.338,,190,5.58,146,0.976,1,0,0,0,23.95,8.09,0.002,,,100,98,168,0,0,0
2956,5742,Napias,2010,CRB,K,5,1.71E+11,095-18-K,95,18,R4,Salmon-Challis,Salmon-Cobalt,ID,45.205843,-114.133257,98.57,Managed,Flow (whole reach),56.64,1937,0.706,,,6.42,127,2.283,1,0.19,15.75,9.29,19.36,32.64,,,,100,92.86,141,4.76,,
2985,5786,N.F. Big Wood,2010,CRB,K,5,1.70E+11,102-06-K,102,6,R4,Sawtooth,SNRA,ID,43.845925,-114.431972,100,Managed,Flow (whole reach),51.57,2079,0.918,,,9.99,148,2.932,1,0.35,20.27,18.31,19.4,27.92,,,,100,94,111,34.04,,
2986,5787,Warm Springs,2010,CRB,K,5,1.70E+11,102-16-K,102,16,R4,Sawtooth,Ketchum,ID,43.628286,-114.583013,98,Managed,Flow (whole reach),68.8,2036,0.862,,,6.21,124,1.194,1,0.28,8.06,3.55,14.68,19.22,,,,100,95.24,113,33.33,,
2990,5925,Running Wolf,2011,MRB,I,5,1.00E+11,230-05-I,230,5,R1,Lewis & Clark,Judith,MT,47.00753982,-110.3771597,96.28093012,Managed,Flow (whole reach),44.46477872,1608.047729,0.60403,42.08415882,180,10.54,177,0.944,1,0.59,28.25,28.64,29.97,17.96,0.025,23.06,30.35,97.73,63.64,131,11.36,401.13,279.597
3095,6341,Cow,2011,CRB,K,1,1.70E+11,016-14-K,16,14,R1,Panhandle,Bonners Ferry,ID,48.90668559,-116.7850846,85.29162585,Managed,Flow (whole reach),13.79373401,1308.603149,2.00274,64.37031968,10,7.14,130,0.377,1,0.42,61.54,72,11.03,47.2,0.0345,3.85,6.03,100,97.62,71,73.81,84.62,2.321
3105,6351,Crane,2011,CRB,K,1,1.71E+11,146-02-K,146,2,R6,Malheur,Prairie City,OR,44.14677076,-118.3870625,96.1495949,Managed,Flow (whole reach),67.97199725,1422.681763,0.73579,0,,7.15,135.1,2.243,1,0.16,7.4,3.92,20,49.53,0.081,2.67,10,97.73,90.91,138,13.64,44.41,44.749
3111,6357,Gordon,2011,CRB,K,1,1.71E+11,134-04-K,134,4,R6,Umatilla,Walla Walla,OR,45.70486237,-118.0004416,100.0063015,Managed,Flow (whole reach),0.56256455,1513.205688,1.44022,36.11124068,10,2.12,127.7,6.374,1,0.15,109.63,21.14,19.16,19.39,0.002,46.28,59.95,92.86,52.38,129,21.43,344.56,110.902
3164,6425,Sherman,2011,CRB,K,1,1.70E+11,010-13-K,10,13,R6,Colville,Three Rivers,WA,48.59701505,-118.3475124,100.0000191,Managed,Flow (whole reach),80.47488462,870.2614746,0.72569,42.6763234,70,8.03,133.9,2.494,1,0.39,14.94,16.21,15.27,28.44,0.0605,0.67,2.67,97.73,79.55,118,20.45,328.6,77.02
3167,6428,N.F. Boulder,2011,CRB,K,1,1.70E+11,010-03-K,10,3,R6,Colville,Three Rivers,WA,48.82218396,-118.2809669,100.0001118,Managed,Flow (whole reach),25.21677182,883.0492554,0.69032,46.23237483,40,3.7,127.6,4.608,1,0.27,78.37,26.8,12.16,14.56,0.038,7.44,8.19,100,80.95,130,11.9,454.55,31.982
3175,6436,Meadow,2011,CRB,K,1,1.70E+11,011-13-K,11,13,R6,Colville,Three Rivers,WA,48.73165988,-117.5787083,86.6478123,Managed,Flow (whole reach),6.854414257,1024.667847,1.09082,51.69526477,170,3.89,130,4.331,1,0.19,130.77,41.38,11.3,24.03,0.013,42.19,61.54,97.62,78.57,119,26.19,900,344.906
3182,6448,Swamp,2011,CRB,K,1,1.70E+11,029-02-K,29,2,R1,Kootenai,Fortine,MT,48.59722423,-115.0528534,97.54264662,Managed,Flow (whole reach),49.85255341,1204.394409,0.74697,64.91062155,40,8.42,129,0.69,1,0.37,38.76,54.96,15.77,40.91,0.047,6.4,8.4,100,95.24,97,50,387.6,141.205
3185,6451,Beaver,2011,CRB,K,1,1.70E+11,047-16-K,47,16,R1,Flathead,Swan Lake,MT,47.40212044,-113.6609815,60.88063861,Managed,Flow (whole reach),59.73820385,1234.445679,1.04885,54.52606672,60,12.36,137.8,0.784,1,0.62,43.54,66.11,17.66,20.17,0.018,24.11,37.39,97.73,84.09,102,43.18,667.63,368.376
3231,6483,Chaffin,2012,CRB,K,2,1.70E+11,058-11-K,58,11,R1,Bitterroot,Darby,MT,45.95618889,-114.21015,99.2360156,Managed,Flow (whole reach),23.28318077,1431.411377,1.12711,,10,9.69,150,6.933,1,0,0,0,11.99,19.66,0.113,,,100,90,84,60,246.67,99.055
3234,6486,Clear,2012,CRB,K,2,1.71E+11,081-06-K,81,6,R1,Nez Perce,Clearwater,ID,46.04801111,-115.7904667,98.15584618,Managed,Flow (whole reach),73.47580303,718.3085938,1.01017,44.2278482,0,7.36,130.5,3.877,1,0.36,84.29,60.92,12.7,21.15,0.122,5.13,9.13,97.62,80.95,137,7.14,176.25,43.332
3259,6901,Scriver,2012,CNTRCT,I,,1.71E+11,505-32-I,505,32,R4,Boise,Emmett ,ID,44.21405543,-115.994,75.6645,Managed,Flow (whole reach),35.761169,1225.646973,0.73043,21.43048965,60,5.27,188.3,1.232,1,0.3,31.86,20.07,15.83,25.08,0.047,33.42,41.21,100,100,117,24.44,58.42,11.302
3260,6902,Lake,2012,OTHER,I,,1.71E+11,527-01-I,527,1,,,,ID,45.27555278,-115.9187972,99.51114993,Managed,Flow (whole reach),97.31542532,1859.540161,1.35983,48.4681914,20,11.48,184.3,0.575,1,0.48,27.13,62.45,18.98,23.95,0.062,5.49,8.76,82.61,63.04,102,47.73,168.2,202.769
3274,7792,Morrell 6,2013,SPCL,I,6,1.70E+11,526-08-I,526,8,R1,Lolo,Seeley Lake,Montana,47.2360277,-113.4383091,,Managed,Flow (whole reach),58.8398,1846,1.07106,,120,8.66,211.5,1.196,1,0.46,23.64,42.08,15.51,37.44,0.052,2.31,7.83,100,97.62,84,57.14,595.74,233.179
3276,7794,Morrell 8,2013,SPCL,I,6,1.70E+11,526-10-I,526,10,R1,Lolo,Seeley Lake,Montana,47.23843943,-113.4379713,,Managed,Flow (whole reach),58.4284,1850,1.04982,,120,7.18,170.8,1.124,1,0.25,23.42,44.44,13.15,28.86,0.065,5.05,24.31,100,100,100,42.86,333.72,196.911
3346,7778,Poorman 5,2013,SPCL,I,6,1.70E+11,526-58-I,526,58,R1,Helena,Lincoln,Montana,46.87681945,-112.5840331,,Managed,Flow (whole reach),51.4344,1909,0.691697,,290,5.18,177,2.085,1,0.22,16.95,14.18,13.73,21.53,0.0515,3.32,9.28,100,75,135,9.09,28.25,1.787
30,4787,LaFleur,2009,CRB,I,4,1.70E+11,008-06-I,8,6,R6,Colville,Republic,WA,48.929912,-118.6262,89.08,Managed,Flow (whole reach),8.75,939,0.545,25.47272753,110,2.72,163.8,2.503,,0.12,134.31,34.92,14.53,23.72,0.031,8.56,11.51,92.86,76.19,125,17.5,250.31,141.555
40,5929,W.F. Granite,2011,CRB,IS,5,1.70E+11,009-14-IS,9,14,R6,Okanogan-Wenatchee,Tonasket,WA,48.678218,-118.905087,72.45,Managed,Flow (whole reach),30.97,1061.7,0.464,21.95792479,140,4.75,146,1.274,,0.22,116.44,62.19,16.09,15.42,0.013,29.05,50.61,94.44,55.56,138,14.29,506.85,277.118
44,5935,N.F. Hall,2011,CRB,I,1,1.70E+11,010-14-I,10,14,R6,Colville,Republic,WA,48.482591,-118.515817,100,Managed,Flow (whole reach),47.45,1041.1,0.675,72.14938899,30,8.43,156.9,3.015,,0.33,44.61,31.29,15.11,25.61,0.139,5.77,5.87,97.37,47.37,107,39.47,407.9,136.111
49,5938,Deep,2011,CRB,I,1,1.70E+11,011-04-I,11,4,R6,Colville,Three Rivers,WA,48.978622,-118.163911,85.55,Managed,Flow (whole reach),30.12,649.6,0.783,57.14184523,180,4.87,174.5,2.287,,0.31,80.23,37.77,11.36,14.42,0.027,10.81,17.51,97.62,30.95,84,59.52,601.72,240.084
59,5944,Bayley,2011,CRB,IS,3,1.70E+11,012-10-IS,12,10,R6,Colville,Three Rivers,WA,48.382684,-117.675874,86.9,Managed,Flow (whole reach),24.82,670,0.722,,70,5.98,170.7,0.322,,0.37,11.72,10.31,19.16,13.21,0.002,,,97.62,78.57,122,7.14,0,0
71,6516,Cusick,2012,CRB,I,2,1.70E+11,014-05-I,14,5,R6,Colville,Newport,WA,48.455816,-117.348572,95.59,Managed,Flow (whole reach),20.45,737.8,0.835,40.94498589,100,5.34,149,0.617,,0.49,73.83,84.23,9.62,9.51,0.005,27.92,43.75,100,100,103,36.11,181.21,189.818
78,5948,Smith,2011,CRB,I,1,1.70E+11,016-06-I,16,6,R1,Panhandle,Bonners Ferry,ID,48.887263,-116.702745,76.2,Managed,Flow (whole reach),62.66,1151.5,1.972,80.09487895,10,15.59,298.4,0.432,,0.82,16.76,70.88,26.62,37.05,0.06,4.16,10.9,97.62,54.76,73,63.33,656.84,208.4
89,5960,Emerson,2011,CRB,IS,3,1.70E+11,020-03-IS,20,3,R1,Panhandle,Coeur dAlene River,ID,47.910282,-116.230641,100,Reference,Flow (whole reach),11.47,932.6,1.197,25.47344628,30,5.47,181.1,2.027,,0.22,55.22,21.48,19.32,25.8,0.0265,8.35,21.9,100,72.73,115,28.57,209.83,23.882
135,5980,Barron,2011,CRB,IS,1,1.70E+11,029-06-IS,29,6,R1,Kootenai,Libby,MT,48.51643,-115.323473,91.35,Managed,Flow (whole reach),33.51,842.2,0.684,32.31623906,70,4.71,166.5,0.625,,0.36,66.07,48.77,13.6,20.65,0.017,12.45,21.7,97.5,52.5,121,27.5,378.38,81.238
175,5986,Cox,2011,CRB,I,1,1.70E+11,041-01-I,41,1,R1,Flathead,Spotted Bear,MT,48.069458,-113.152256,99.58,Reference,Flow (whole reach),51.05,1512.9,1.079,83.3731817,170,9.94,274,0.741,,0.63,29.2,60.11,18.58,39.15,0.05,8.75,13.08,95.45,38.64,88,56.41,259.12,156.683
177,5991,Schafer,2011,CRB,I,1,1.70E+11,041-07-I,41,7,R1,Flathead,Spotted Bear,MT,48.064175,-113.245368,100,Reference,Flow (whole reach),64.77,1470.3,1.51,42.13222226,70,14.49,394.4,0.327,,0.59,20.28,42.98,28.66,54.13,0.049,6.38,13.5,85.42,33.33,118,34.04,187.63,48.279
178,5992,Morrison,2011,CRB,I,1,1.70E+11,041-09-I,41,9,R1,Flathead,Spotted Bear,MT,48.115886,-113.263195,100,Managed,Flow (whole reach),65.79,1451.5,1.264,67.45548827,190,17.94,286,0.815,,0.73,20.98,49.16,41.13,56.65,0.044,3.33,3.11,80,42.22,114,27.91,335.66,109.022
206,6007,Clearwater,2011,CRB,I,1,1.70E+11,047-11-I,47,11,R1,Lolo,Seeley Lake,MT,47.34393,-113.590414,98.52,Managed,Flow (whole reach),43.94,1253.5,1.154,71.8894604,150,9.33,138.8,1.707,,0.64,36.02,47.91,25.61,27.54,0.062,2.8,5.47,100,76.47,113,32.35,108.07,69.323
210,6008,Meadow,2011,CRB,IS,4,1.70E+11,049-02-IS,49,2,R1,Helena,Lincoln,MT,47.121806,-112.806327,100,Reference,Flow (whole reach),17.69,1791.8,1.086,53.80521665,70,7.26,177.1,1.016,,0.4,56.47,48.73,16.29,27.65,0.034,7.29,11.11,100,79.55,119,21.43,237.15,25.5
222,278,Willow,2001,CRB,K,5,1.70E+11,050-04-K,50,4,R1,Helena,Lincoln,MT,46.882169,-112.721668,99.93,Managed,,11.32,1546.3,0.658,,,,145.9,,,,,,,0,0.013,,,,,,,,
299,7357,S.F. Petty,2013,CRB,I,3,1.70E+11,061-08-I,61,8,R1,Lolo,Ninemile,MT,46.840877,-114.443455,74.33,Managed,Flow (whole reach),23.76,1202.1,0.825,53.30151571,170,5.67,160.8,1.549,,0.3,68.41,46.46,20.96,26.88,0.03,1.47,4.53,100,87.5,121,25,261.19,71.088
302,6012,N.F. Fish,2011,CRB,IS,2,1.70E+11,062-10-IS,62,10,R1,Lolo,Ninemile,MT,46.928352,-114.825183,99.53,Reference,Flow (whole reach),60.65,1118.8,1.682,48.78620509,90,17.61,261.5,1.499,,0.49,15.3,23.94,36.24,29.59,0.069,4,8.17,100,64.29,122,19.05,791.59,241.625
329,6034,Eldorado,2011,CRB,I,1,1.71E+11,068-07-I,68,7,R1,Clearwater,Pierce ,ID,46.329697,-115.645226,100,Managed,Flow (whole reach),16.14,1097.8,1.454,40.83546466,20,5.48,161.1,0.348,,0.65,43.45,80.51,7.27,9.18,0.002,89.22,99.89,100,90,85,60,862.82,297.475
356,6569,Elk,2012,CRB,IS,2,1.71E+11,072-07-IS,72,7,R1,Clearwater,Palouse,ID,46.882483,-116.163022,85.12,Managed,Flow (whole reach),20.34,1056.9,1.341,51.67696202,20,5.11,168.2,0.369,,0.59,35.67,99.64,6.23,8.1,0.002,68.9,76.41,100,100,68,80.95,261.59,53.482
398,6069,Newsome,2011,CRB,I,1,1.71E+11,082-04-I,82,4,R1,Nez Perce,Red River,ID,45.910691,-115.629388,100,Managed,Flow (whole reach),63.23,1227.8,1.065,39.69390291,20,8.86,185,0.524,,0.36,21.62,23.46,19.08,31.77,0.042,8.51,13.51,100,86.96,109,26.09,216.22,39.841
400,6071,Baldy,2011,CRB,I,1,1.71E+11,082-05-I,82,5,R1,Nez Perce,Red River,ID,45.912898,-115.640113,100,Managed,Flow (whole reach),10.77,1241.9,1.086,38.8805519,10,4.32,170.5,1.378,,0.26,46.92,27.21,13.65,23.24,0.0325,15.5,27.91,97.62,80.95,112,26.19,316.72,54.986
409,6079,Swet,2011,CRB,IS,3,1.71E+11,085-03-IS,85,3,R1,Bitterroot,West Fork,ID,45.568928,-114.766325,100,Reference,Flow (whole reach),27.41,1739.7,1.151,51.67341805,20,7.94,157.1,1.006,,0.38,57.29,54.61,15.27,33.07,0.013,24.24,29.89,92.11,78.95,80,64.86,770.21,304.416
442,6087,Moose,2011,CRB,IS,3,1.71E+11,087-13-IS,87,13,R4,Payette,Krassel,ID,45.34706,-115.25303,100,Reference,Flow (whole reach),33.54,1847.5,0.929,53.35088526,40,5.82,171.9,0.838,,0.5,46.54,84.47,11.53,16.43,0.011,13.47,44.28,92.86,90.48,96,53.66,226.88,86.798
536,6093,Trail,2011,CRB,I,1,1.71E+11,098-05-I,98,5,ID BLM,Idaho Falls,Challis,ID,44.537505,-113.974006,97.87,Managed,Flow (whole reach),26.78,1702.1,0.415,,200,2.18,81.7,2.644,,0,0,0,12.33,12.54,0.004,,,100,65,129,10,73.44,1.89
541,6100,Sulpher,2011,CRB,I,1,1.71E+11,098-19-I,98,19,ID BLM,Idaho Falls,Challis,ID,44.514624,-113.932466,100,Managed,Flow (whole reach),26.44,1662.5,0.466,0,120,2.96,155.3,2.325,,0.13,70.83,20.41,14.24,13.76,0.01,36.79,56.9,100,36.84,138,7.89,38.63,0.932
542,6101,Sulpher,2011,CRB,K,1,1.71E+11,098-19-K,98,19,R4,Salmon-Challis,Challis Yankee,ID,44.492893,-113.982473,100,Managed,Flow (whole reach),17.11,1937,0.517,29.32847528,90,2.05,112.2,2.888,,0.14,71.3,15.6,8.34,10.07,0.02,4,12.88,97.22,91.67,110,19.44,62.39,1.309
543,6102,Ironbog,2011,CRB,I,1,1.70E+11,099-02-I,99,2,R4,Salmon-Challis,Lost River,ID,43.635553,-113.74333,100,Managed,Flow (whole reach),58.17,2109.2,0.651,37.33200361,60,7.52,155.2,2.294,,0.36,25.77,18.36,16.66,21.46,0.0705,0.67,7.33,92.11,36.84,118,35.48,83.76,11.648
544,6104,Pass,2011,CRB,I,1,1.70E+11,099-06-I,99,6,R4,Salmon-Challis,Lost River,ID,43.931973,-113.446534,98.87,Managed,Flow (whole reach),67.68,1865.1,0.638,23.05232097,190,3.9,182.9,1.903,,0.26,43.74,26.13,12.57,15.67,0.018,28.83,39.9,97.73,56.82,116,23.81,38.27,4.954
545,6111,Horsethief,2011,CRB,I,1,1.70E+11,099-14-I,99,14,R4,Salmon-Challis,Lost River,ID,43.627134,-113.72718,100,Managed,Flow (whole reach),8.69,2073.2,0.613,22.41807268,150,3.48,148.3,1.962,,0.24,101.15,39.38,12.84,14.73,0.0295,29.87,38.83,94.44,66.67,135,11.43,13.49,0.174
568,6113,Wildhorse,2011,CRB,IS,5,1.70E+11,102-07-IS,102,7,R4,Salmon-Challis,Lost River,ID,43.806529,-114.096339,100,Managed,Flow (whole reach),42.84,2277.1,0.837,63.32663168,40,14.06,245.5,0.827,,0.5,16.29,32.26,35.54,46.13,0.048,3.83,8.83,100,87.5,94,52.63,203.67,80.546
580,7432,Trinity,2013,CRB,I,3,1.71E+11,105-12-I,105,12,R4,Boise,Mountain Home,ID,43.606788,-115.27805,100,Managed,Flow (whole reach),102.72,1389.7,1.01,27.7833965,70,9.38,213.3,2.902,,0.29,28.13,17.07,21.42,30.18,0.103,6.22,9.67,100,85.71,120,27.5,56.26,118.132
595,6114,Little Queens,2011,CRB,IS,4,1.71E+11,107-20-IS,107,20,R4,Sawtooth,SNRA,ID,43.90385,-115.186056,100,Managed,Flow (whole reach),19.78,1932.5,1.12,68.61760424,20,6.37,196.3,1.931,,0.47,25.47,24.45,18.3,20.86,0.078,6.68,10.95,100,65.79,90,46.15,183.39,38.587
596,6115,Road,2011,CRB,IS,5,1.71E+11,108-05-IS,108,5,ID BLM,Idaho Falls,Challis,ID,44.164334,-114.180973,92.42,Managed,Flow (whole reach),86.11,1919.9,0.545,2.173957598,70,1.86,177.7,0.326,,0.3,101.29,56.16,5.14,4.68,0.005,30.6,58.47,100,100,86,50,0,0
600,6116,Meridian,2011,CRB,IS,5,1.71E+11,108-13-IS,108,13,R4,Salmon-Challis,Challis Yankee,ID,43.983801,-114.263328,100,Reference,Flow (whole reach),19.57,2367.4,0.725,40.22433781,110,9.85,158.2,1.568,,0.52,50.57,68.58,27.3,25.59,0.002,6,11,100,47.37,142,10.53,25.28,6.782
607,6117,Salmon,2011,CRB,IS,5,1.71E+11,109-07-IS,109,7,R4,Sawtooth,SNRA,ID,43.883304,-114.763081,100,Managed,Flow (whole reach),46.39,2243.4,0.876,29.32444023,80,4.46,164.3,0.974,,0.3,42.6,40.96,11.34,17.9,0.0425,0.76,2.1,100,97.5,126,17.5,0,0
616,6118,Huckleberry,2011,CRB,IS,5,1.71E+11,109-13-IS,109,13,R4,Sawtooth,SNRA,ID,44.080147,-114.870226,95.58,Managed,Flow (whole reach),28.35,2020.3,0.689,20.66175119,20,9.53,161,0.565,,0.21,24.84,20.81,32.39,30.15,0.0215,18.83,21.19,100,100,114,30.77,86.96,32.292
631,4970,Thompson,2009,CRB,I,4,1.71E+11,110-07-I,110,7,R4,Salmon-Challis,Challis Yankee,ID,44.256121,-114.515555,91.47,Managed,Flow (whole reach),78.02,1715,0.603,25.22505833,170,6.74,179,1.492,,0.2,22.35,23.46,15.78,26.92,0.0745,1.5,2.67,100,93.18,125,25,44.69,21.703
657,6119,Eightmile,2011,CRB,IS,3,1.71E+11,111-18-IS,111,18,R4,Salmon-Challis,Challis Yankee,ID,44.442487,-114.634221,99.7,Managed,Flow (whole reach),33.37,2108.3,0.809,68.57341078,20,10.47,231.2,1.215,,0.5,21.63,30.88,31.1,45.17,0.069,6.58,13.19,92.86,38.1,84,61.54,177.34,30.191
660,6124,Panther,2011,CRB,I,1,1.71E+11,112-07-I,112,7,R4,Salmon-Challis,Salmon-Cobalt,ID,44.90367,-114.327233,100,Managed,Flow (whole reach),54.1,1991,0.712,68.82959585,30,12.95,148.7,0.941,,0.43,73.97,87.56,27.99,17.73,0.0165,8.31,11.56,100,91.67,98,41.67,652.32,218.851
661,6126,W.F. Camas,2011,CRB,IK,1,1.71E+11,112-08-IK,112,8,R4,Salmon-Challis,Salmon-Cobalt ,ID,44.820007,-114.525024,100,Managed,Flow (whole reach),98.76,1606,0.762,47.48410625,80,8.3,248,1.407,,0.53,24.19,25.52,21.34,30.49,0.0525,3.78,7.11,97.5,57.5,119,26.32,112.9,9.868
683,5689,Goat,2010,CRB,IS,3,1.71E+11,116-01-IS,116,1,R4,Sawtooth,SNRA,ID,44.194694,-114.98686,100,Reference,Flow (whole reach),10.12,2072.9,0.994,25.8367449,20,3.04,173,0.208,,0.52,28.9,38.44,5.49,9.01,0.011,10.4,72.8,100,100,81,43.9,57.8,6.126
683,6130,Goat,2011,CRB,IS,3,1.71E+11,116-01-IS,116,1,R4,Sawtooth,SNRA,ID,44.194694,-114.98686,100,Reference,Flow (whole reach),10.12,2072.9,0.994,28.32533822,20,2.83,157.5,0.197,,0.49,38.1,51.3,6.71,8.9,0.009,57.44,65.33,100,100,75,71.05,44.44,4.817
